userid,state,weixin,android,ios,first_platform,last_platform,change
9857,normal,0,0,3,ios,ios,False
9859,normal,0,2,0,android,android,False
9866,normal,3,0,0,weixin,weixin,False
9869,normal,25,0,0,weixin,weixin,False
9870,normal,2,4,0,android,weixin,True
9873,normal,4,0,0,weixin,weixin,False
9874,new,0,0,1,ios,None,False
9876,normal,4,0,1,weixin,ios,True
9883,new,3,0,0,weixin,weixin,False
9884,new,3,0,1,ios,weixin,True
9885,normal,10,0,0,weixin,weixin,False
9889,normal,12,0,0,weixin,weixin,False
9890,new,0,5,0,android,android,False
9897,normal,48,0,0,weixin,weixin,False
731,new,0,0,2,ios,ios,False
9898,normal,17,0,0,weixin,weixin,False
9900,normal,0,2,0,android,android,False
9901,normal,2,0,0,weixin,weixin,False
9528,normal,9,0,0,weixin,weixin,False
9902,new,2,0,0,weixin,weixin,False
9903,normal,0,2,0,android,android,False
9904,new,2,0,0,weixin,weixin,False
9905,normal,5,0,0,weixin,weixin,False
9906,new,2,0,0,weixin,weixin,False
9907,normal,5,0,0,weixin,weixin,False
9511,normal,163,0,0,weixin,weixin,False
9914,new,0,0,1,ios,None,False
9916,new,1,0,0,weixin,None,False
9918,normal,1,0,0,weixin,None,False
9921,new,1,2,0,android,weixin,True
9891,normal,0,2,0,android,android,False
9928,normal,10,0,3,weixin,ios,True
9929,normal,8,9,0,weixin,weixin,True
9932,new,4,2,0,weixin,android,True
9935,normal,1,0,0,weixin,None,False
9937,normal,3,0,0,weixin,weixin,False
9938,normal,6,0,0,weixin,weixin,False
9939,normal,59,0,0,weixin,weixin,False
9941,normal,2,0,0,weixin,weixin,False
9946,normal,4,0,0,weixin,weixin,False
9949,new,4,0,0,weixin,weixin,False
9524,normal,2,4,0,weixin,weixin,True
9955,normal,5,0,0,weixin,weixin,False
9956,new,4,0,0,weixin,weixin,False
9518,normal,93,0,0,weixin,weixin,False
9957,new,2,0,0,weixin,weixin,False
9958,normal,1,0,0,weixin,None,False
9959,normal,2,0,0,weixin,weixin,False
9963,normal,0,4,1,android,android,True
9970,normal,7,0,0,weixin,weixin,False
9969,new,4,2,0,weixin,android,True
9974,new,2,0,0,weixin,weixin,False
9975,normal,2,13,0,weixin,android,True
9977,normal,0,0,2,ios,ios,False
9978,new,4,0,0,weixin,weixin,False
9983,new,3,0,0,weixin,weixin,False
9984,normal,4,0,0,weixin,weixin,False
9987,new,1,0,0,weixin,None,False
9988,new,2,0,0,weixin,weixin,False
9990,new,2,0,0,weixin,weixin,False
9989,normal,4,0,0,weixin,weixin,False
9993,new,2,0,0,weixin,weixin,False
9994,normal,3,0,0,weixin,weixin,False
9992,new,2,0,0,weixin,weixin,False
10004,normal,2,0,0,weixin,weixin,False
10005,normal,29,0,0,weixin,weixin,False
10006,normal,0,2,0,android,android,False
10007,normal,3,0,0,weixin,weixin,False
10016,new,0,4,0,android,android,False
10020,auditting,7,0,0,weixin,weixin,False
10022,new,0,1,0,android,None,False
9557,normal,2,0,0,weixin,weixin,False
10031,normal,27,0,0,weixin,weixin,False
10034,normal,6,0,0,weixin,weixin,False
10011,normal,8,0,0,weixin,weixin,False
10037,normal,4,0,0,weixin,weixin,False
10038,normal,8,0,0,weixin,weixin,False
10039,new,6,0,0,weixin,weixin,False
10041,normal,5,0,0,weixin,weixin,False
10042,new,1,0,0,weixin,None,False
10044,normal,3,0,0,weixin,weixin,False
10045,normal,5,2,0,weixin,weixin,True
10046,new,1,0,0,weixin,None,False
10048,normal,1,0,0,weixin,None,False
10049,normal,75,0,0,weixin,weixin,False
10050,new,1,0,0,weixin,None,False
10051,new,3,0,0,weixin,weixin,False
10054,new,1,0,0,weixin,None,False
10056,normal,22,0,0,weixin,weixin,False
10059,new,2,0,0,weixin,weixin,False
10065,normal,2,0,0,weixin,weixin,False
10066,new,1,0,0,weixin,None,False
10068,new,0,37,0,android,android,False
9468,new,1,0,0,weixin,None,False
9469,new,1,0,0,weixin,None,False
9472,normal,10,0,0,weixin,weixin,False
9520,normal,24,0,0,weixin,weixin,False
9521,normal,17,0,0,weixin,weixin,False
9526,normal,17,0,1,ios,weixin,True
9530,new,1,0,0,weixin,None,False
9537,normal,1,0,0,weixin,None,False
9567,new,4,0,0,weixin,weixin,False
9593,new,0,0,1,ios,None,False
9606,new,6,0,0,weixin,weixin,False
9610,new,1,0,0,weixin,None,False
9628,normal,1,0,0,weixin,None,False
10060,new,3,0,0,weixin,weixin,False
10070,normal,0,2,0,android,android,False
10071,normal,0,2,0,android,android,False
10074,normal,0,12,0,android,android,False
10079,new,3,0,0,weixin,weixin,False
10080,new,11,0,0,weixin,weixin,False
10081,new,1,0,0,weixin,None,False
10085,normal,0,2,0,android,android,False
10087,new,2,0,0,weixin,weixin,False
10088,new,1,0,0,weixin,None,False
10084,normal,1,0,0,weixin,None,False
10089,normal,7,0,0,weixin,weixin,False
10090,new,2,0,0,weixin,weixin,False
10092,new,5,0,0,weixin,weixin,False
10099,new,0,2,0,android,android,False
9951,normal,2,0,0,weixin,weixin,False
10103,normal,2,0,0,weixin,weixin,False
10105,new,3,0,0,weixin,weixin,False
10108,normal,41,0,0,weixin,weixin,False
10109,normal,4,0,0,weixin,weixin,False
10110,normal,0,0,2,ios,ios,False
10114,normal,1,0,0,weixin,None,False
10116,normal,0,4,0,android,android,False
10117,new,1,0,1,weixin,ios,True
10118,normal,23,0,0,weixin,weixin,False
10120,new,0,4,0,android,android,False
10121,normal,1,0,0,weixin,None,False
10122,new,1,0,0,weixin,None,False
10123,normal,10,0,0,weixin,weixin,False
10128,normal,32,0,0,weixin,weixin,False
10130,normal,8,0,0,weixin,weixin,False
10134,new,3,0,0,weixin,weixin,False
127,new,2,0,0,weixin,weixin,False
10133,new,3,0,0,weixin,weixin,False
2247,new,1,0,0,weixin,None,False
10138,normal,4,0,0,weixin,weixin,False
10141,new,1,0,0,weixin,None,False
10143,new,2,0,0,weixin,weixin,False
9181,normal,2,2,0,weixin,android,True
10148,new,2,0,0,weixin,weixin,False
10158,normal,6,0,0,weixin,weixin,False
10163,new,1,0,0,weixin,None,False
10107,normal,8,0,0,weixin,weixin,False
10166,normal,3,0,0,weixin,weixin,False
10168,normal,3,0,0,weixin,weixin,False
10169,new,1,0,0,weixin,None,False
10170,new,0,2,0,android,android,False
10173,normal,23,0,0,weixin,weixin,False
10182,new,1,0,0,weixin,None,False
10185,new,4,0,0,weixin,weixin,False
10186,new,2,0,0,weixin,weixin,False
188,new,0,0,4,ios,ios,False
10189,new,1,0,0,weixin,None,False
10191,new,1,0,0,weixin,None,False
10193,normal,14,0,0,weixin,weixin,False
10194,normal,5,0,0,weixin,weixin,False
10196,normal,2,0,0,weixin,weixin,False
10199,new,3,0,0,weixin,weixin,False
10203,normal,1,0,0,weixin,None,False
10205,new,7,0,0,weixin,weixin,False
10208,new,3,0,0,weixin,weixin,False
10207,new,1,0,0,weixin,None,False
10204,new,1,0,0,weixin,None,False
10206,new,4,0,0,weixin,weixin,False
10212,normal,5,6,0,android,weixin,True
10213,new,3,0,0,weixin,weixin,False
10214,new,0,2,0,android,android,False
10227,new,0,5,0,android,android,False
10229,new,0,4,0,android,android,False
10232,new,2,0,0,weixin,weixin,False
10233,normal,2,0,0,weixin,weixin,False
10236,normal,4,0,0,weixin,weixin,False
10235,new,6,0,0,weixin,weixin,False
10242,new,7,0,0,weixin,weixin,False
10243,new,4,0,0,weixin,weixin,False
10246,normal,3,1,0,weixin,weixin,True
10248,new,4,0,0,weixin,weixin,False
10252,new,3,0,0,weixin,weixin,False
10251,new,5,0,0,weixin,weixin,False
10250,normal,4,0,0,weixin,weixin,False
10253,normal,3,0,0,weixin,weixin,False
10255,normal,11,0,0,weixin,weixin,False
10257,normal,2,0,0,weixin,weixin,False
10258,new,1,0,0,weixin,None,False
10260,normal,5,0,0,weixin,weixin,False
10259,new,3,0,0,weixin,weixin,False
10263,new,1,0,0,weixin,None,False
9041,new,2,0,0,weixin,weixin,False
10264,normal,2,0,0,weixin,weixin,False
10267,new,0,2,0,android,android,False
10268,normal,16,0,0,weixin,weixin,False
10273,new,2,0,0,weixin,weixin,False
10276,new,1,0,0,weixin,None,False
10277,new,2,0,0,weixin,weixin,False
10282,normal,2,0,0,weixin,weixin,False
10284,new,2,0,0,weixin,weixin,False
10291,new,0,0,1,ios,None,False
10303,normal,23,0,0,weixin,weixin,False
10305,normal,3,0,0,weixin,weixin,False
10306,new,3,0,0,weixin,weixin,False
10308,new,5,0,0,weixin,weixin,False
10312,normal,4,0,0,weixin,weixin,False
10313,new,11,0,0,weixin,weixin,False
10316,normal,4,0,0,weixin,weixin,False
10318,new,1,0,0,weixin,None,False
10319,normal,5,0,0,weixin,weixin,False
10322,new,1,0,0,weixin,None,False
10324,new,1,0,0,weixin,None,False
10325,normal,2,2,0,weixin,android,True
10327,new,3,0,0,weixin,weixin,False
10328,normal,3,0,0,weixin,weixin,False
10326,normal,3,0,0,weixin,weixin,False
10331,normal,9,0,0,weixin,weixin,False
10333,normal,3,0,0,weixin,weixin,False
10334,new,2,0,0,weixin,weixin,False
10330,new,1,0,0,weixin,None,False
10337,new,2,0,0,weixin,weixin,False
10339,new,4,0,0,weixin,weixin,False
10342,new,2,0,0,weixin,weixin,False
10348,normal,4,0,0,weixin,weixin,False
10351,normal,0,2,0,android,android,False
10355,normal,9,0,0,weixin,weixin,False
10356,new,0,0,2,ios,ios,False
10358,normal,8,0,0,weixin,weixin,False
10359,new,5,0,0,weixin,weixin,False
10360,normal,2,0,0,weixin,weixin,False
10362,new,1,0,0,weixin,None,False
10363,normal,14,0,0,weixin,weixin,False
10367,new,4,0,0,weixin,weixin,False
10369,new,3,0,0,weixin,weixin,False
10373,new,0,2,0,android,android,False
10377,new,4,0,0,weixin,weixin,False
10374,new,3,0,0,weixin,weixin,False
10380,new,2,0,0,weixin,weixin,False
10381,normal,2,0,0,weixin,weixin,False
10290,new,4,2,0,weixin,weixin,True
10387,new,1,0,0,weixin,None,False
10386,new,7,0,0,weixin,weixin,False
10388,normal,3,0,0,weixin,weixin,False
10376,normal,5,6,0,weixin,weixin,True
10390,normal,3,0,0,weixin,weixin,False
10393,normal,0,4,0,android,android,False
10394,new,7,0,0,weixin,weixin,False
10396,normal,0,2,0,android,android,False
10397,new,0,1,0,android,None,False
10398,new,0,0,4,ios,ios,False
10399,new,2,0,0,weixin,weixin,False
10400,normal,10,2,0,weixin,weixin,True
10402,normal,2,0,0,weixin,weixin,False
10405,normal,1,0,0,weixin,None,False
10406,normal,5,0,0,weixin,weixin,False
10407,normal,0,2,0,android,android,False
10408,normal,14,0,0,weixin,weixin,False
10414,normal,0,2,0,android,android,False
10416,new,0,0,2,ios,ios,False
10417,new,0,2,0,android,android,False
10419,new,2,0,0,weixin,weixin,False
10420,new,2,0,0,weixin,weixin,False
10423,new,8,0,0,weixin,weixin,False
10429,new,1,0,0,weixin,None,False
10430,new,2,0,0,weixin,weixin,False
10432,normal,2,8,0,android,android,True
10434,new,1,0,0,weixin,None,False
10435,new,4,0,0,weixin,weixin,False
10438,new,1,0,0,weixin,None,False
10440,new,1,0,0,weixin,None,False
10441,new,2,0,0,weixin,weixin,False
10443,new,0,3,0,android,android,False
10444,normal,3,0,0,weixin,weixin,False
9069,normal,2,0,0,weixin,weixin,False
10452,normal,7,0,0,weixin,weixin,False
10454,normal,4,0,0,weixin,weixin,False
10453,normal,4,0,0,weixin,weixin,False
10465,normal,2,0,0,weixin,weixin,False
10451,new,3,0,0,weixin,weixin,False
10468,normal,1,0,0,weixin,None,False
10450,normal,1,0,0,weixin,None,False
10471,new,2,0,0,weixin,weixin,False
10472,new,2,2,0,weixin,android,True
10475,new,1,0,0,weixin,None,False
10476,normal,0,2,0,android,android,False
10479,normal,6,0,0,weixin,weixin,False
10487,new,2,0,0,weixin,weixin,False
10488,new,1,0,0,weixin,None,False
10490,new,2,0,0,weixin,weixin,False
10493,normal,3,0,0,weixin,weixin,False
10449,normal,3,0,0,weixin,weixin,False
10497,new,1,0,0,weixin,None,False
10500,new,5,0,0,weixin,weixin,False
10501,normal,13,0,0,weixin,weixin,False
10370,new,6,0,0,weixin,weixin,False
10503,normal,4,0,0,weixin,weixin,False
10504,normal,2,0,0,weixin,weixin,False
10505,new,8,0,0,weixin,weixin,False
10508,normal,2,0,0,weixin,weixin,False
10509,new,1,0,0,weixin,None,False
10510,normal,2,0,0,weixin,weixin,False
10515,normal,3,0,0,weixin,weixin,False
10522,normal,3,0,0,weixin,weixin,False
10524,normal,1,0,0,weixin,None,False
10533,new,2,0,0,weixin,weixin,False
10541,new,2,0,0,weixin,weixin,False
10542,new,3,0,0,weixin,weixin,False
10544,new,2,0,0,weixin,weixin,False
10545,normal,2,0,0,weixin,weixin,False
10372,new,0,0,2,ios,ios,False
10546,normal,4,0,8,weixin,ios,True
10548,new,1,0,0,weixin,None,False
10549,normal,8,0,0,weixin,weixin,False
10550,normal,3,0,0,weixin,weixin,False
10551,normal,16,0,0,weixin,weixin,False
10552,new,1,0,0,weixin,None,False
10554,normal,3,2,0,weixin,weixin,True
10559,normal,3,0,2,weixin,weixin,True
10567,normal,0,2,0,android,android,False
10568,normal,4,0,0,weixin,weixin,False
10571,new,1,0,0,weixin,None,False
10572,normal,1,0,0,weixin,None,False
10574,normal,7,0,0,weixin,weixin,False
10575,normal,3,0,0,weixin,weixin,False
10576,new,0,0,7,ios,ios,False
10578,normal,6,8,0,android,weixin,True
10583,new,2,0,0,weixin,weixin,False
10584,new,1,0,0,weixin,None,False
10585,normal,12,0,0,weixin,weixin,False
10587,new,1,0,0,weixin,None,False
10588,new,1,0,0,weixin,None,False
10591,new,2,0,0,weixin,weixin,False
10593,new,2,0,0,weixin,weixin,False
10595,normal,22,0,0,weixin,weixin,False
10597,new,1,0,0,weixin,None,False
10598,new,0,0,3,ios,ios,False
10601,normal,6,0,0,weixin,weixin,False
10603,normal,1,0,0,weixin,None,False
10604,normal,1,0,0,weixin,None,False
10612,normal,4,2,0,weixin,weixin,True
10614,new,1,0,0,weixin,None,False
10616,normal,8,0,0,weixin,weixin,False
10617,normal,13,0,0,weixin,weixin,False
10618,normal,0,4,0,android,android,False
10622,normal,0,0,2,ios,ios,False
10623,normal,4,0,0,weixin,weixin,False
10628,normal,1,0,0,weixin,None,False
10634,new,1,0,0,weixin,None,False
10635,new,0,3,0,android,android,False
10636,normal,7,2,0,android,weixin,True
10640,normal,1,0,0,weixin,None,False
10641,new,1,0,0,weixin,None,False
10646,normal,2,0,0,weixin,weixin,False
10642,new,2,0,0,weixin,weixin,False
10643,normal,2,0,0,weixin,weixin,False
10644,normal,4,0,0,weixin,weixin,False
10645,new,1,0,0,weixin,None,False
10649,new,0,0,1,ios,None,False
10652,normal,0,5,0,android,android,False
10653,new,1,0,0,weixin,None,False
10655,new,0,3,0,android,android,False
10656,new,2,0,0,weixin,weixin,False
10658,new,1,0,0,weixin,None,False
10663,normal,0,11,0,android,android,False
10664,normal,1,0,0,weixin,None,False
10666,normal,2,0,0,weixin,weixin,False
10573,new,1,0,0,weixin,None,False
10678,new,4,0,0,weixin,weixin,False
10680,new,1,0,0,weixin,None,False
10682,new,1,0,0,weixin,None,False
10684,new,2,0,0,weixin,weixin,False
10694,new,2,0,0,weixin,weixin,False
10437,new,1,0,0,weixin,None,False
10702,normal,2,0,0,weixin,weixin,False
10704,new,2,0,0,weixin,weixin,False
10708,normal,2,0,0,weixin,weixin,False
10714,new,4,0,0,weixin,weixin,False
10171,new,2,0,0,weixin,weixin,False
10719,normal,0,1,0,android,None,False
10721,new,1,0,0,weixin,None,False
10722,new,0,3,0,android,android,False
10726,new,1,0,0,weixin,None,False
10734,new,1,0,0,weixin,None,False
10735,normal,12,0,0,weixin,weixin,False
10738,new,3,0,0,weixin,weixin,False
10739,new,1,0,0,weixin,None,False
10741,normal,3,0,1,weixin,weixin,True
10742,new,3,0,0,weixin,weixin,False
10747,new,2,0,0,weixin,weixin,False
10749,new,3,4,0,weixin,weixin,True
10750,new,0,0,1,ios,None,False
10758,normal,3,0,0,weixin,weixin,False
10764,normal,2,0,0,weixin,weixin,False
10757,new,5,0,0,weixin,weixin,False
10765,normal,3,0,0,weixin,weixin,False
10768,normal,5,0,0,weixin,weixin,False
10772,normal,3,0,0,weixin,weixin,False
10778,new,0,0,1,ios,None,False
10779,new,1,0,0,weixin,None,False
10781,new,0,1,0,android,None,False
9919,new,2,0,0,weixin,weixin,False
10788,new,1,0,0,weixin,None,False
10789,normal,2,0,0,weixin,weixin,False
10790,new,2,0,0,weixin,weixin,False
10657,None,1,0,0,weixin,None,False
10675,None,1,0,0,weixin,None,False
9545,None,1,0,0,weixin,None,False
8663,normal,7,9,1,weixin,weixin,True
3922,new,0,3,0,android,android,False
357,normal,3,0,0,weixin,weixin,False
1353,normal,3,0,0,weixin,weixin,False
1370,normal,2,0,0,weixin,weixin,False
1385,new,1,0,0,weixin,None,False
1425,new,14,0,0,weixin,weixin,False
1436,new,0,5,0,android,android,False
1450,normal,16,0,0,weixin,weixin,False
1466,normal,14,0,0,weixin,weixin,False
1478,normal,2,0,0,weixin,weixin,False
1507,normal,3,0,0,weixin,weixin,False
1527,normal,0,0,2,ios,ios,False
1536,normal,2,0,0,weixin,weixin,False
1609,normal,11,0,0,weixin,weixin,False
1613,new,1,0,0,weixin,None,False
1622,normal,2,0,0,weixin,weixin,False
1719,new,1,0,0,weixin,None,False
1753,new,1,0,0,weixin,None,False
1257,normal,8,0,0,weixin,weixin,False
1794,normal,9,0,0,weixin,weixin,False
609,normal,5,0,0,weixin,weixin,False
409,normal,13,0,0,weixin,weixin,False
1859,normal,3,0,0,weixin,weixin,False
1874,normal,1,0,0,weixin,None,False
1903,normal,8,0,0,weixin,weixin,False
1909,disabled,29,0,0,weixin,weixin,False
1365,normal,3,0,0,weixin,weixin,False
2053,normal,74,0,0,weixin,weixin,False
2084,normal,9,0,0,weixin,weixin,False
2093,new,1,0,0,weixin,None,False
2114,normal,1,0,1,ios,weixin,True
2135,normal,1,0,0,weixin,None,False
2138,normal,2,0,0,weixin,weixin,False
2175,normal,2,0,0,weixin,weixin,False
2189,new,0,6,0,android,android,False
2192,new,1,0,0,weixin,None,False
2198,normal,1,0,1,weixin,ios,True
2204,normal,6,0,0,weixin,weixin,False
2212,normal,1,0,0,weixin,None,False
2227,normal,2,0,0,weixin,weixin,False
2233,new,2,0,0,weixin,weixin,False
2244,normal,6,2,0,weixin,weixin,True
2250,disabled,10,0,0,weixin,weixin,False
2270,normal,1,0,0,weixin,None,False
996,new,3,0,0,weixin,weixin,False
847,normal,1,0,0,weixin,None,False
2318,normal,9,0,0,weixin,weixin,False
2355,new,1,0,0,weixin,None,False
2358,normal,11,0,0,weixin,weixin,False
195,new,4,0,0,weixin,weixin,False
2381,normal,2,0,0,weixin,weixin,False
2404,normal,1,0,0,weixin,None,False
2440,normal,7,0,0,weixin,weixin,False
2464,normal,2,0,0,weixin,weixin,False
2487,normal,13,0,0,weixin,weixin,False
2490,normal,3,0,0,weixin,weixin,False
2496,normal,1,0,0,weixin,None,False
2500,new,9,0,0,weixin,weixin,False
2521,normal,8,0,0,weixin,weixin,False
2524,normal,1,0,0,weixin,None,False
2527,normal,7,4,0,weixin,android,True
2533,normal,1,0,0,weixin,None,False
2539,normal,3,0,0,weixin,weixin,False
2537,new,3,0,0,weixin,weixin,False
2568,new,2,0,0,weixin,weixin,False
2597,normal,0,0,2,ios,ios,False
2600,new,1,0,0,weixin,None,False
2644,normal,6,0,0,weixin,weixin,False
2664,normal,3,0,0,weixin,weixin,False
2675,normal,7,0,0,weixin,weixin,False
2746,normal,0,4,0,android,android,False
2755,new,1,0,0,weixin,None,False
2769,normal,11,0,0,weixin,weixin,False
2784,normal,24,0,0,weixin,weixin,False
2803,normal,1,0,0,weixin,None,False
2839,normal,9,0,0,weixin,weixin,False
2831,disabled,4,0,0,weixin,weixin,False
2858,normal,6,0,0,weixin,weixin,False
2866,normal,16,0,0,weixin,weixin,False
2877,normal,4,0,0,weixin,weixin,False
2891,normal,1,0,0,weixin,None,False
970,normal,4,0,0,weixin,weixin,False
3005,normal,1,0,0,weixin,None,False
3025,normal,4,0,0,weixin,weixin,False
3169,normal,4,0,0,weixin,weixin,False
3181,normal,2,0,0,weixin,weixin,False
3200,normal,4,0,0,weixin,weixin,False
3210,new,1,0,0,weixin,None,False
3224,normal,5,0,0,weixin,weixin,False
3227,new,1,0,0,weixin,None,False
3316,new,1,0,0,weixin,None,False
3323,new,1,0,0,weixin,None,False
3329,normal,10,0,0,weixin,weixin,False
3345,normal,16,0,0,weixin,weixin,False
3390,new,1,0,0,weixin,None,False
3445,normal,1,0,0,weixin,None,False
3475,normal,1,0,0,weixin,None,False
182,normal,2,0,0,weixin,weixin,False
3297,normal,3,0,0,weixin,weixin,False
3525,normal,2,0,0,weixin,weixin,False
157,normal,1,0,0,weixin,None,False
3605,normal,0,2,0,android,android,False
3624,normal,2,2,0,weixin,android,True
3636,normal,49,4,0,weixin,android,True
3661,normal,1,0,0,weixin,None,False
3665,normal,9,0,0,weixin,weixin,False
3668,new,1,0,0,weixin,None,False
3684,normal,12,0,0,weixin,weixin,False
3702,disabled,2,0,0,weixin,weixin,False
3715,normal,5,0,0,weixin,weixin,False
3733,normal,29,0,0,weixin,weixin,False
3757,new,3,0,0,weixin,weixin,False
3779,normal,2,0,0,weixin,weixin,False
3782,normal,14,0,0,weixin,weixin,False
3786,normal,1,0,0,weixin,None,False
3855,disabled,11,0,0,weixin,weixin,False
3878,normal,16,0,0,weixin,weixin,False
3884,normal,1,0,0,weixin,None,False
3905,disabled,1,0,0,weixin,None,False
3914,normal,1,0,0,weixin,None,False
3933,normal,6,0,0,weixin,weixin,False
3936,normal,1,0,0,weixin,None,False
3948,normal,2,0,0,weixin,weixin,False
3957,normal,5,0,0,weixin,weixin,False
3960,new,1,0,0,weixin,None,False
3963,normal,1,0,0,weixin,None,False
3969,new,19,0,0,weixin,weixin,False
4014,new,1,0,0,weixin,None,False
4088,new,1,0,0,weixin,None,False
4161,new,1,0,0,weixin,None,False
4191,normal,2,0,0,weixin,weixin,False
4218,normal,1,0,0,weixin,None,False
4221,normal,1,0,0,weixin,None,False
4302,new,1,0,0,weixin,None,False
4320,normal,9,0,0,weixin,weixin,False
4329,normal,22,0,0,weixin,weixin,False
4351,normal,49,0,0,weixin,weixin,False
4449,normal,1,0,0,weixin,None,False
4455,normal,1,0,0,weixin,None,False
4475,new,1,0,0,weixin,None,False
3858,normal,3,0,5,weixin,ios,True
4590,normal,2,2,0,weixin,weixin,True
4594,normal,5,13,0,android,weixin,True
4597,normal,1,0,0,weixin,None,False
4605,normal,2,0,0,weixin,weixin,False
4608,normal,1,0,0,weixin,None,False
4603,new,2,0,0,weixin,weixin,False
4620,normal,1,0,0,weixin,None,False
4751,new,1,0,0,weixin,None,False
4876,normal,8,0,0,weixin,weixin,False
14,normal,0,0,1,ios,None,False
15,normal,0,0,2,ios,ios,False
45,normal,1,0,0,weixin,None,False
91,normal,1,0,7,ios,ios,True
92,normal,1,0,0,weixin,None,False
97,normal,2,0,0,weixin,weixin,False
100,normal,3,0,0,weixin,weixin,False
116,normal,72,0,0,weixin,weixin,False
128,normal,34,0,0,weixin,weixin,False
136,normal,15,0,0,weixin,weixin,False
147,normal,2,0,0,weixin,weixin,False
154,normal,1,0,0,weixin,None,False
160,new,3,0,0,weixin,weixin,False
170,new,1,0,0,weixin,None,False
173,normal,23,0,0,weixin,weixin,False
174,normal,1,0,0,weixin,None,False
176,normal,1,0,0,weixin,None,False
180,normal,1,0,0,weixin,None,False
187,normal,6,0,0,weixin,weixin,False
221,normal,1,0,0,weixin,None,False
245,normal,4,1,0,weixin,weixin,True
283,normal,6,0,0,weixin,weixin,False
298,new,4,0,2,weixin,weixin,True
310,new,1,0,0,weixin,None,False
313,new,1,0,0,weixin,None,False
343,normal,1,0,0,weixin,None,False
348,normal,6,0,0,weixin,weixin,False
355,normal,8,0,0,weixin,weixin,False
375,new,2,0,0,weixin,weixin,False
377,normal,2,0,0,weixin,weixin,False
381,normal,3,0,0,weixin,weixin,False
383,normal,5,0,0,weixin,weixin,False
386,normal,5,0,0,weixin,weixin,False
397,normal,7,0,0,weixin,weixin,False
459,normal,1,0,0,weixin,None,False
505,normal,1,0,0,weixin,None,False
552,normal,16,0,0,weixin,weixin,False
569,normal,2,0,0,weixin,weixin,False
598,normal,13,0,0,weixin,weixin,False
601,normal,37,0,0,weixin,weixin,False
646,normal,2,0,0,weixin,weixin,False
652,new,1,0,0,weixin,None,False
718,normal,7,0,0,weixin,weixin,False
752,normal,13,0,0,weixin,weixin,False
862,normal,0,10,0,android,android,False
908,normal,1,0,0,weixin,None,False
909,normal,3,0,0,weixin,weixin,False
918,normal,2,0,0,weixin,weixin,False
921,normal,0,0,6,ios,ios,False
927,normal,2,2,0,weixin,weixin,True
943,normal,7,0,0,weixin,weixin,False
947,normal,2,0,0,weixin,weixin,False
969,normal,9,4,0,android,weixin,True
987,normal,6,0,0,weixin,weixin,False
989,normal,1,0,0,weixin,None,False
1018,normal,75,0,0,weixin,weixin,False
1028,normal,9,0,0,weixin,weixin,False
1036,normal,7,0,0,weixin,weixin,False
1042,new,1,0,0,weixin,None,False
1046,normal,2,0,0,weixin,weixin,False
1047,normal,0,1,0,android,None,False
1062,normal,1,0,0,weixin,None,False
1066,normal,2,0,0,weixin,weixin,False
1069,normal,12,0,0,weixin,weixin,False
1071,normal,9,0,0,weixin,weixin,False
1085,normal,13,0,0,weixin,weixin,False
1089,normal,5,0,0,weixin,weixin,False
1092,new,10,0,0,weixin,weixin,False
1102,new,2,0,0,weixin,weixin,False
1107,new,1,0,0,weixin,None,False
1109,new,0,0,2,ios,ios,False
1116,normal,3,0,0,weixin,weixin,False
1120,normal,6,0,0,weixin,weixin,False
1121,normal,4,0,0,weixin,weixin,False
1122,normal,14,0,0,weixin,weixin,False
1133,normal,6,0,0,weixin,weixin,False
1136,normal,1,0,0,weixin,None,False
1142,normal,1,0,0,weixin,None,False
1143,normal,4,0,0,weixin,weixin,False
1161,normal,3,0,0,weixin,weixin,False
1179,normal,3,0,0,weixin,weixin,False
1201,normal,3,0,0,weixin,weixin,False
1219,normal,0,2,0,android,android,False
1224,normal,3,0,0,weixin,weixin,False
1227,new,2,0,0,weixin,weixin,False
1231,normal,1,0,0,weixin,None,False
1236,new,3,0,0,weixin,weixin,False
1250,normal,2,0,2,ios,weixin,True
1252,normal,19,0,0,weixin,weixin,False
1263,normal,2,0,0,weixin,weixin,False
1272,normal,6,0,0,weixin,weixin,False
1274,normal,0,3,0,android,android,False
1280,normal,1,0,0,weixin,None,False
1282,new,5,0,0,weixin,weixin,False
1284,normal,4,0,0,weixin,weixin,False
1285,normal,3,0,0,weixin,weixin,False
1286,normal,0,1,0,android,None,False
1300,normal,1,2,0,android,weixin,True
1317,new,2,0,0,weixin,weixin,False
1319,normal,4,0,0,weixin,weixin,False
1321,new,1,0,0,weixin,None,False
1328,normal,52,0,0,weixin,weixin,False
7453,normal,1,0,0,weixin,None,False
7456,normal,11,0,0,weixin,weixin,False
7467,normal,6,0,0,weixin,weixin,False
7465,normal,8,0,0,weixin,weixin,False
7480,normal,1,0,0,weixin,None,False
7492,new,1,0,0,weixin,None,False
379,new,1,0,0,weixin,None,False
7517,normal,1,0,0,weixin,None,False
7543,new,1,0,0,weixin,None,False
7549,normal,1,0,0,weixin,None,False
130,normal,2,0,0,weixin,weixin,False
7569,normal,8,0,0,weixin,weixin,False
7578,disabled,2,0,0,weixin,weixin,False
7649,normal,4,0,0,weixin,weixin,False
7687,normal,1,0,0,weixin,None,False
7705,normal,2,0,0,weixin,weixin,False
7714,normal,1,0,0,weixin,None,False
