change,first_platform,last_platform,userid
False,weixin,Non,7739
False,weixin,Non,7745
False,weixin,Non,7746
False,weixin,Non,7748
False,weixin,Non,7751
False,weixin,Non,7754
False,weixin,Non,7771
True,ios,weixin,7772
False,weixin,Non,7783
False,weixin,Non,7784
False,weixin,Non,7786
False,weixin,Non,7789
False,weixin,Non,7790
True,ios,weixin,7792
False,weixin,Non,7799
False,weixin,Non,7800
False,weixin,Non,7809
False,weixin,Non,7816
False,weixin,Non,7818
False,weixin,Non,7819
False,weixin,Non,7820
False,weixin,Non,7828
False,weixin,Non,7835
False,weixin,Non,7837
False,weixin,Non,7859
False,weixin,Non,7862
True,android,weixin,7876
False,weixin,Non,7878
False,weixin,Non,7879
False,weixin,Non,7880
False,weixin,Non,7881
False,weixin,Non,7889
False,weixin,Non,7892
False,weixin,Non,7900
False,weixin,Non,7905
False,weixin,Non,7906
False,weixin,Non,7908
False,weixin,Non,7915
False,weixin,Non,7918
False,weixin,Non,7919
False,weixin,Non,7920
False,weixin,Non,7921
False,weixin,Non,7923
False,weixin,Non,7928
False,weixin,Non,7929
False,weixin,Non,7932
False,weixin,Non,7941
False,weixin,Non,7942
False,weixin,Non,7943
False,weixin,Non,7944
False,weixin,Non,7948
False,weixin,Non,7951
False,weixin,Non,7952
False,weixin,Non,7954
False,weixin,Non,7955
False,weixin,Non,7956
False,weixin,Non,7957
False,weixin,Non,7959
False,weixin,Non,7967
False,weixin,Non,7972
False,android,Non,7976
False,weixin,Non,7977
False,android,Non,7978
False,weixin,Non,7979
False,weixin,Non,7980
False,weixin,Non,7981
False,weixin,Non,7982
False,weixin,Non,7983
False,weixin,Non,7986
False,weixin,Non,7987
False,weixin,Non,7988
False,ios,Non,7989
False,weixin,Non,7990
False,weixin,Non,7991
False,weixin,Non,7993
False,weixin,Non,7994
False,weixin,Non,7995
True,android,weixin,7996
True,android,weixin,8000
False,weixin,Non,8001
False,weixin,Non,8002
False,weixin,Non,8005
False,weixin,Non,8007
False,weixin,Non,8009
False,weixin,Non,8013
False,weixin,Non,8016
False,weixin,Non,8019
False,weixin,Non,8021
False,weixin,Non,8022
False,weixin,Non,8023
False,weixin,Non,8026
False,weixin,Non,8027
False,weixin,Non,8028
False,weixin,Non,8030
False,weixin,Non,8031
False,weixin,Non,8038
False,android,Non,8042
False,weixin,Non,8043
False,weixin,Non,8044
False,weixin,Non,8046
False,weixin,Non,8047
False,weixin,Non,8052
False,weixin,Non,8054
False,weixin,Non,8055
False,weixin,Non,8057
False,weixin,Non,8060
False,weixin,Non,8061
False,weixin,Non,8062
False,weixin,Non,8063
False,weixin,Non,8064
False,weixin,Non,8066
False,weixin,Non,8067
False,weixin,Non,8070
False,weixin,Non,8071
False,weixin,Non,8072
False,weixin,Non,8074
False,weixin,Non,8075
False,weixin,Non,8077
False,weixin,Non,8078
False,weixin,Non,8079
False,weixin,Non,8081
False,weixin,Non,8083
False,weixin,Non,8084
False,weixin,Non,8085
False,weixin,Non,8086
False,weixin,Non,8088
False,weixin,Non,8089
False,weixin,Non,8090
False,weixin,Non,8091
False,weixin,Non,8092
False,weixin,Non,8093
True,android,weixin,8094
False,weixin,Non,8096
False,weixin,Non,8097
False,weixin,Non,8101
False,weixin,Non,8104
True,ios,weixin,8108
False,weixin,Non,8109
False,weixin,Non,8110
False,weixin,Non,8112
False,weixin,Non,8114
False,weixin,Non,8115
False,weixin,Non,8119
False,weixin,Non,8121
True,android,weixin,8122
False,weixin,Non,8123
False,weixin,Non,8124
False,weixin,Non,8125
False,weixin,Non,8126
False,weixin,Non,8127
False,weixin,Non,8129
False,weixin,Non,8130
False,weixin,Non,8131
False,weixin,Non,8132
False,weixin,Non,8133
False,weixin,Non,8134
False,weixin,Non,8135
False,weixin,Non,8136
False,weixin,Non,8137
False,weixin,Non,8139
False,weixin,Non,8141
False,weixin,Non,8142
False,weixin,Non,8143
False,weixin,Non,8145
False,weixin,Non,8146
False,weixin,Non,8147
False,weixin,Non,8148
False,weixin,Non,8149
False,weixin,Non,8151
False,weixin,Non,8152
False,weixin,Non,8153
False,weixin,Non,8154
False,weixin,Non,8156
False,weixin,Non,8158
False,weixin,Non,8163
False,weixin,Non,8164
False,weixin,Non,8166
False,weixin,Non,8168
True,android,weixin,8170
False,weixin,Non,8171
False,weixin,Non,8172
True,android,weixin,8173
False,weixin,Non,8174
False,weixin,Non,8175
False,weixin,Non,8176
False,weixin,Non,8179
False,weixin,Non,8180
False,android,Non,8181
False,weixin,Non,8182
False,weixin,Non,8184
False,weixin,Non,8187
False,weixin,Non,8188
False,weixin,Non,8189
False,weixin,Non,8191
False,weixin,Non,8192
False,weixin,Non,8194
False,weixin,Non,8195
False,weixin,Non,8196
False,weixin,Non,8197
False,weixin,Non,8198
False,weixin,Non,8199
False,weixin,Non,8200
False,weixin,Non,8204
False,weixin,Non,8207
False,weixin,Non,8208
False,weixin,Non,8209
False,weixin,Non,8210
False,weixin,Non,8211
False,weixin,Non,8213
False,weixin,Non,8214
False,weixin,Non,8215
False,weixin,Non,8216
False,weixin,Non,8221
False,weixin,Non,8222
False,weixin,Non,8223
False,weixin,Non,8225
False,weixin,Non,8226
False,weixin,Non,8228
False,weixin,Non,8229
False,weixin,Non,8230
False,weixin,Non,8232
False,weixin,Non,8233
False,weixin,Non,8236
False,weixin,Non,8238
False,weixin,Non,8239
False,weixin,Non,8241
False,weixin,Non,8242
False,weixin,Non,8243
False,weixin,Non,8244
False,weixin,Non,8245
False,weixin,Non,8246
True,android,weixin,8248
False,weixin,Non,8249
False,weixin,Non,8250
False,android,Non,8251
False,weixin,Non,8258
False,weixin,Non,8259
False,weixin,Non,8260
False,weixin,Non,8263
True,android,weixin,8264
False,weixin,Non,8266
False,weixin,Non,8267
True,android,weixin,8268
False,weixin,Non,8269
False,weixin,Non,8270
False,weixin,Non,8271
False,weixin,Non,8274
True,android,weixin,8275
False,weixin,Non,8276
False,weixin,Non,8278
False,weixin,Non,8279
True,ios,weixin,8280
False,weixin,Non,8281
False,weixin,Non,8285
False,weixin,Non,8286
False,weixin,Non,8288
False,weixin,Non,8289
False,weixin,Non,8294
False,weixin,Non,8296
False,weixin,Non,8299
False,weixin,Non,8301
False,weixin,Non,8302
False,weixin,Non,8304
False,weixin,Non,8309
False,weixin,Non,8312
False,weixin,Non,8313
False,weixin,Non,8315
False,weixin,Non,8317
False,weixin,Non,8320
False,weixin,Non,8322
False,weixin,Non,8323
False,weixin,Non,8324
False,weixin,Non,8325
False,weixin,Non,8326
False,weixin,Non,8327
False,weixin,Non,8328
False,weixin,Non,8329
False,weixin,Non,8330
False,weixin,Non,8332
False,weixin,Non,8334
True,android,weixin,8335
False,weixin,Non,8337
False,weixin,Non,8341
False,weixin,Non,8343
False,weixin,Non,8347
False,weixin,Non,8348
False,weixin,Non,8350
False,weixin,Non,8354
False,weixin,Non,8355
False,weixin,Non,8356
False,weixin,Non,8357
False,weixin,Non,8358
True,android,weixin,8359
False,weixin,Non,8360
False,weixin,Non,8361
False,weixin,Non,8362
False,weixin,Non,8363
False,weixin,Non,8364
False,weixin,Non,8365
False,weixin,Non,8367
False,weixin,Non,8369
False,weixin,Non,8370
False,weixin,Non,8371
False,weixin,Non,8372
