"amount","initamount","customamount"
"300.00","210.00",""
"77.80","99.00","77.80"
"120.00","120.00",""
"1360.00","1360.00",""
"112.00","98.00","112.00"
"980.00","1020.00","980.00"
"112.00","99.00","112.00"
"77.80","109.00","77.80"
"69.00","59.00","69.00"
"112.00","99.00","112.00"
"69.00","59.00","69.00"
"112.00","107.00","112.00"
"49.00","44.00","49.00"
"77.80","99.00","77.80"
"111.80","100.00",""
"220.00","220.00",""
"77.80","109.00","77.80"
"100.00","100.00",""
"100.00","100.00",""
"70.00","120.00","70.00"
"49.00","44.00","49.00"
"130.00","130.00",""
"79.00","59.00","79.00"
"120.00","120.00",""
"181.00","109.00",""
"77.80","70.00","77.80"
"178.00","200.00","178.00"
"100.00","100.00",""
"54.00","44.00","54.00"
"49.00","49.00",""
"77.78","70.00","77.78"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"119.00","119.00",""
"155.60","140.00","155.60"
"70.00","120.00","70.00"
"100.00","99.00","100.00"
"89.00","89.00",""
"77.80","70.00","77.80"
"77.78","70.00","77.78"
"120.00","120.00",""
"100.00","104.00","100.00"
"158.00","125.00","158.00"
"77.78","70.00","77.78"
"77.80","107.00","77.80"
"77.80","109.00","77.80"
"140.00","140.00",""
"134.00","104.00",""
"77.80","99.00","77.80"
"77.78","70.00","77.78"
"77.80","107.00","77.80"
"60.00","60.00","60.00"
"77.80","99.00","77.80"
"77.78","99.00","77.78"
"44.00","44.00",""
"44.00","44.00",""
"89.00","109.00","89.00"
"77.80","109.00","77.80"
"80.00","109.00","80.00"
"104.00","104.00",""
"100.00","119.00","100.00"
"99.00","99.00",""
"80.00","109.00","80.00"
"77.80","99.00","77.80"
"125.00","125.00",""
"77.00","77.00",""
"100.00","100.00",""
"100.00","100.00",""
"140.00","140.00",""
"100.00","100.00",""
"70.00","99.00","70.00"
"59.00","59.00",""
"120.00","105.00","120.00"
"200.00","200.00",""
"120.00","105.00","120.00"
"105.00","105.00",""
"105.00","105.00",""
"150.00","105.00","130.00"
"77.80","99.00","77.80"
"100.00","100.00",""
"79.00","79.00",""
"100.00","100.00",""
"77.80","99.00","77.80"
"300.00","300.00",""
"200.00","200.00",""
"77.80","109.00","77.80"
"100.00","125.00","100.00"
"80.00","80.00","80.00"
"667.00","600.00",""
"54.00","54.00",""
"120.00","100.00","120.00"
"60.00","79.00","60.00"
"109.00","109.00",""
"142.23","110.00",""
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"100.00","100.00",""
"77.80","107.00","77.80"
"166.80","99.00","77.80"
"125.00","125.00",""
"77.80","109.00","77.80"
"79.00","79.00",""
"79.00","79.00",""
"59.00","59.00",""
"111.00","100.00",""
"79.00","79.00",""
"100.00","100.00",""
"125.00","100.00","125.00"
"79.00","59.00","79.00"
"79.00","79.00",""
"104.00","104.00",""
"120.00","200.00","120.00"
"110.00","110.00",""
"77.80","109.00","77.80"
"112.00","109.00","112.00"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"110.00","110.00",""
"100.00","100.00",""
"77.80","109.00","77.80"
"120.00","120.00",""
"77.80","109.00","77.80"
"100.00","74.00","100.00"
"77.80","98.00","77.80"
"54.00","54.00",""
"77.80","99.00","77.80"
"77.80","70.00","77.80"
"112.00","100.00","112.00"
"74.00","74.00",""
"110.00","110.00",""
"110.00","110.00",""
"77.78","70.00","77.78"
"80.00","80.00",""
"77.80","70.00","77.80"
"100.00","100.00",""
"60.00","79.00","60.00"
"100.00","100.00",""
"60.00","79.00","60.00"
"166.70","74.00","83.40"
"120.00","120.00",""
"80.00","80.00","80.00"
"200.00","200.00",""
"60.00","79.00","60.00"
"89.00","89.00",""
"104.00","104.00",""
"60.00","79.00","60.00"
"100.00","100.00",""
"60.00","79.00","60.00"
"77.80","70.00","77.80"
"131.30","109.00",""
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"195.00","155.00",""
"155.60","140.00","155.60"
"100.00","120.00","100.00"
"166.67","140.00","166.67"
"60.00","80.00","60.00"
"77.80","70.00","77.80"
"60.00","79.00","60.00"
"77.78","70.00","77.78"
"125.00","125.00",""
"49.00","49.00",""
"77.78","70.00","77.78"
"80.00","100.00","80.00"
"89.00","89.00",""
"77.78","70.00","77.78"
"124.00","124.00",""
"60.00","60.00","60.00"
"60.00","60.00","60.00"
"70.00","79.00","70.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.78","70.00","77.78"
"77.80","99.00","77.80"
"119.00","119.00",""
"165.00","165.00",""
"89.00","89.00",""
"109.00","109.00",""
"110.00","110.00",""
"66.67","80.00","66.67"
"77.80","70.00","77.80"
"100.00","100.00",""
"80.00","118.00","80.00"
"251.11","135.00","140.00"
"177.00","177.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"153.00","165.00","145.00"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"112.00","109.00","112.00"
"77.80","109.00","77.80"
"110.00","100.00",""
"111.00","100.00","111.00"
"440.00","440.00",""
"77.80","99.00","77.80"
"69.00","69.00",""
"100.00","100.00","100.00"
"200.00","200.00",""
"77.80","109.00","77.80"
"77.78","70.00","77.78"
"60.00","100.00","60.00"
"140.00","140.00",""
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"60.00","79.00","60.00"
"90.00","79.00","90.00"
"90.00","79.00","90.00"
"100.00","128.00","100.00"
"100.00","100.00",""
"100.00","109.00","100.00"
"140.00","140.00",""
"73.00","73.00",""
"77.80","89.00","77.80"
"111.23","69.00",""
"69.00","69.00",""
"230.00","200.00",""
"119.00","119.00",""
"134.00","99.00","112.00"
"133.30","99.00","77.80"
"100.00","119.00","100.00"
"100.00","100.00",""
"104.00","104.00",""
"69.00","69.00",""
"100.00","119.00","100.00"
"49.00","49.00",""
"380.00","380.00",""
"77.80","107.00","77.80"
"51.00","51.00",""
"40.00","40.00",""
"69.00","69.00",""
"114.00","74.00","114.00"
"40.00","40.00",""
"100.00","104.00","100.00"
"100.00","100.00",""
"234.40","210.00",""
"111.12","70.00","111.12"
"60.00","60.00",""
"100.00","100.00",""
"70.00","70.00",""
"156.00","140.00",""
"60.00","79.00","60.00"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"60.00","104.00","60.00"
"109.00","109.00",""
"40.00","40.00",""
"40.00","40.00",""
"40.00","40.00",""
"49.00","40.00","49.00"
"40.00","40.00",""
"40.00","40.00",""
"41.00","41.00",""
"53.00","53.00",""
"77.78","70.00","77.78"
"54.00","54.00",""
"77.78","70.00","77.78"
"135.00","135.00",""
"112.00","99.00","112.00"
"120.00","120.00",""
"69.00","74.00","69.00"
"150.00","150.00",""
"70.00","120.00","70.00"
"54.00","54.00",""
"175.00","175.00",""
"80.00","80.00",""
"175.00","175.00",""
"80.00","80.00",""
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"100.00","100.00",""
"80.00","260.00","80.00"
"70.00","77.00","70.00"
"54.00","54.00",""
"130.00","130.00",""
"89.80","99.00","77.80"
"104.00","104.00",""
"79.00","79.00",""
"77.80","100.00","77.80"
"79.00","79.00",""
"114.00","114.00",""
"110.00","110.00",""
"122.50","100.00",""
"69.00","69.00",""
"980.00","680.00","980.00"
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"100.00","100.00",""
"100.00","70.00","100.00"
"100.00","100.00",""
"100.00","100.00",""
"100.00","100.00",""
"77.80","70.00","77.80"
"80.00","109.00","80.00"
"77.78","70.00","77.78"
"49.00","49.00",""
"145.00","145.00",""
"77.80","70.00","77.80"
"79.00","79.00",""
"77.80","99.00","77.80"
"80.00","100.00","80.00"
"80.00","100.00","80.00"
"165.00","165.00",""
"157.20","125.00",""
"77.80","109.00","77.80"
"125.00","125.00",""
"69.00","69.00",""
"54.00","54.00",""
"77.80","109.00","77.80"
"200.00","200.00",""
"54.00","54.00",""
"54.00","49.00",""
"200.00","180.00","200.00"
"104.00","104.00",""
"77.80","109.00","77.80"
"155.60","160.00","155.60"
"100.00","100.00",""
"66.06","54.00",""
"77.80","100.00","77.80"
"74.00","74.00",""
"150.00","119.00","150.00"
"77.78","70.00","77.78"
"155.00","155.00",""
"177.00","100.00","130.00"
"120.00","120.00",""
"120.00","120.00",""
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"113.00","124.00","113.00"
"380.00","380.00",""
"100.00","1680.00","100.00"
"245.00","245.00",""
"77.80","109.00","77.80"
"77.80","70.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","100.00","77.80"
"100.00","100.00",""
"112.00","99.00","112.00"
"94.00","94.00",""
"100.00","100.00",""
"155.56","100.00","155.56"
"54.00","54.00",""
"510.00","510.00",""
"77.80","99.00","77.80"
"125.00","120.00","125.00"
"89.00","89.00","89.00"
"125.00","125.00","125.00"
"79.00","79.00","79.00"
"800.00","1120.00","800.00"
"60.00","80.00","60.00"
"100.00","100.00","100.00"
"77.80","109.00","77.80"
"106.80","109.00","77.80"
"750.00","650.00","750.00"
"510.00","510.00",""
"79.00","59.00","79.00"
"79.00","59.00","79.00"
"192.00","104.00","125.00"
"60.00","79.00","60.00"
"77.80","70.00","77.80"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"44.45","70.00","44.45"
"49.00","49.00",""
"80.00","80.00",""
"140.00","89.00","120.00"
"135.00","135.00",""
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"129.00","99.00","129.00"
"100.00","100.00",""
"80.00","109.00","80.00"
"120.00","120.00",""
"77.80","70.00","77.80"
"100.00","100.00",""
"105.56","100.00","105.56"
"200.00","200.00",""
"120.00","120.00",""
"147.20","115.00",""
"69.00","69.00",""
"230.00","230.00",""
"100.00","119.00","100.00"
"166.67","60.00",""
"274.00","264.00",""
"74.00","74.00",""
"60.00","59.00","60.00"
"77.80","109.00","77.80"
"77.78","70.00","77.78"
"77.80","99.00","77.80"
"49.00","49.00",""
"99.00","99.00",""
"84.00","54.00","84.00"
"125.00","125.00",""
"88.89","104.00","88.89"
"77.78","70.00","77.78"
"89.00","89.00",""
"185.00","160.00","185.00"
"120.00","120.00",""
"77.78","109.00","77.78"
"106.78","70.00","77.78"
"91.00","49.00",""
"54.00","44.00","54.00"
"125.00","125.00",""
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"77.80","99.00","77.80"
"175.00","175.00",""
"80.00","79.00","60.00"
"77.78","70.00","77.78"
"60.00","79.00","60.00"
"95.00","79.00","95.00"
"111.12","100.00","111.12"
"155.60","160.00","155.60"
"77.80","70.00",""
"155.60","160.00","155.60"
"89.00","89.00",""
"77.80","99.00","77.80"
"145.00","145.00",""
"77.80","109.00","77.80"
"275.00","275.00",""
"79.00","79.00",""
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"74.00","74.00",""
"60.00","79.00","60.00"
"89.00","89.00",""
"80.00","80.00",""
"725.00","680.00","655.50"
"98.00","59.00","69.00"
"80.00","99.00","80.00"
"60.00","79.00","60.00"
"55.59","49.00","49.00"
"49.00","49.00","49.00"
"69.00","69.00","69.00"
"170.00","140.00","170.00"
"97.80","109.00","77.80"
"190.00","190.00",""
"130.00","130.00",""
"94.00","94.00",""
"94.00","94.00",""
"50.00","40.00","50.00"
"440.00","440.00",""
"330.00","330.00",""
"78.00","70.00",""
"89.00","89.00","89.00"
"550.00","550.00",""
"40.00","40.00",""
"77.80","70.00","77.80"
"550.00","550.00",""
"80.00","80.00",""
"550.00","550.00",""
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"69.00","69.00",""
"111.20","99.00","111.20"
"165.00","165.00",""
"77.80","109.00","77.80"
"79.00","79.00",""
"77.80","99.00","77.80"
"119.00","119.00",""
"150.00","140.00","150.00"
"112.00","99.00","112.00"
"119.00","119.00",""
"110.00","110.00",""
"49.00","44.00","49.00"
"77.78","70.00","77.78"
"120.00","74.00","120.00"
"59.00","60.00","59.00"
"77.78","70.00","77.78"
"825.00","825.00",""
"40.00","40.00",""
"77.80","109.00","77.80"
"120.00","120.00",""
"180.00","180.00",""
"180.00","180.00",""
"49.00","49.00",""
"100.00","100.00","100.00"
"960.00","1120.00","960.00"
"74.00","74.00",""
"40.00","40.00",""
"111.12","70.00","111.12"
"50.00","109.00","50.00"
"40.00","40.00",""
"84.00","84.00",""
"84.00","84.00",""
"40.00","40.00",""
"200.00","200.00","200.00"
"40.00","40.00",""
"40.00","40.00",""
"156.00","140.00","156.00"
"70.00","69.00","70.00"
"100.00","100.00","100.00"
"180.00","320.00","180.00"
"260.00","210.00","230.00"
"260.00","295.00","260.00"
"69.00","69.00",""
"49.00","49.00",""
"54.00","54.00","54.00"
"100.00","100.00",""
"120.00","74.00","120.00"
"130.00","130.00","130.00"
"54.00","54.00",""
"100.00","109.00","100.00"
"100.00","100.00",""
"333.34","102.00","333.34"
"77.78","70.00","77.78"
"240.00","240.00","240.00"
"100.00","100.00",""
"125.00","125.00",""
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","70.00","77.80"
"222.00","202.00",""
"200.00","200.00",""
"190.00","190.00",""
"89.00","89.00",""
"34.00","99.00","34.00"
"100.00","100.00",""
"262.00","243.00",""
"260.00","260.00",""
"150.00","150.00",""
"89.00","89.00",""
"89.00","89.00",""
"89.00","89.00",""
"100.00","109.00","100.00"
"77.78","70.00","77.78"
"77.80","109.00","77.80"
"80.00","80.00","80.00"
"80.00","80.00","80.00"
"77.80","109.00","77.80"
"120.00","120.00","120.00"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"60.00","89.00","60.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"79.00","69.00","79.00"
"77.80","99.00","77.80"
"112.00","99.00","112.00"
"60.00","60.00",""
"200.00","89.00","200.00"
"140.00","140.00",""
"60.00","89.00","60.00"
"54.00","54.00",""
"69.00","69.00",""
"140.00","140.00",""
"220.00","220.00",""
"100.00","89.00","80.00"
"200.00","160.00",""
"340.00","340.00",""
"77.78","70.00","77.78"
"111.12","100.00","111.12"
"60.00","60.00",""
"100.00","100.00",""
"280.00","280.00",""
"134.00","120.00","100.00"
"110.00","110.00",""
"111.20","100.00",""
"150.00","120.00","150.00"
"120.00","105.00","120.00"
"88.80","70.00","77.80"
"120.00","89.00","120.00"
"77.80","99.00","77.80"
"100.00","100.00",""
"80.00","100.00","80.00"
"88.89","104.00","88.89"
"69.00","69.00",""
"77.78","70.00","77.78"
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"55.56","79.00","55.56"
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"70.00","99.00","70.00"
"115.00","115.00",""
"77.78","70.00","77.78"
"140.00","140.00",""
"77.78","70.00","77.78"
"120.00","89.00",""
"77.80","70.00","77.80"
"111.12","100.00","111.12"
"60.00","60.00",""
"60.00","60.00",""
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"54.00","54.00",""
"77.80","70.00","77.80"
"130.00","130.00",""
"80.00","109.00","80.00"
"60.00","79.00","60.00"
"133.00","140.00","133.00"
"80.00","67.00","80.00"
"60.00","79.00","60.00"
"100.00","109.00","100.00"
"200.00","180.00","200.00"
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"60.00","60.00",""
"83.00","49.00",""
"100.00","74.00","100.00"
"100.00","74.00",""
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"100.00","100.00",""
"112.00","69.00","112.00"
"139.00","110.00",""
"144.00","125.00","115.00"
"49.00","44.00","49.00"
"112.00","100.00","112.00"
"77.80","70.00","77.80"
"133.34","104.00",""
"77.80","100.00","77.80"
"150.00","150.00",""
"111.20","70.00","111.20"
"54.00","54.00",""
"77.80","100.00","77.80"
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"125.00","125.00",""
"630.00","630.00",""
"630.00","630.00",""
"630.00","630.00",""
"630.00","630.00",""
"630.00","630.00",""
"109.00","109.00",""
"77.80","99.00","77.80"
"155.60","160.00","155.60"
"77.80","109.00","77.80"
"94.00","94.00",""
"77.80","99.00","77.80"
"154.80","70.00","77.80"
"180.00","104.00","180.00"
"180.00","104.00","180.00"
"59.00","59.00",""
"180.00","104.00","180.00"
"89.00","89.00",""
"69.00","69.00",""
"104.00","104.00",""
"60.00","60.00",""
"59.00","44.00",""
"104.00","104.00",""
"160.00","104.00","160.00"
"104.00","104.00",""
"160.00","104.00","160.00"
"104.00","104.00",""
"104.00","104.00",""
"77.80","70.00","77.80"
"160.00","104.00","160.00"
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"115.00","115.00",""
"180.00","180.00",""
"225.00","165.00",""
"77.80","100.00","77.80"
"77.80","70.00","77.80"
"100.00","100.00",""
"44.00","44.00",""
"109.00","109.00",""
"77.80","70.00","77.80"
"49.00","49.00",""
"109.00","109.00",""
"89.00","89.00",""
"74.00","74.00",""
"689.00","740.00","689.00"
"100.00","60.00","100.00"
"630.00","740.00","630.00"
"77.80","70.00","77.80"
"77.80","99.00","77.80"
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"105.00","105.00",""
"155.60","70.00","77.80"
"77.80","70.00","77.80"
"80.00","109.00","80.00"
"133.40","100.00",""
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"77.80","70.00","77.80"
"77.80","100.00","77.80"
"99.00","99.00",""
"88.00","70.00","88.00"
"59.00","59.00",""
"60.00","60.00",""
"120.00","120.00",""
"60.00","60.00",""
"60.00","60.00",""
"60.00","60.00",""
"60.00","60.00",""
"77.80","70.00","77.80"
"88.80","79.00","88.80"
"140.00","140.00",""
"198.00","180.00",""
"100.00","80.00",""
"74.00","74.00",""
"89.00","89.00",""
"104.00","89.00",""
"79.00","79.00",""
"145.00","145.00",""
"77.80","70.00","77.80"
"99.00","99.00",""
"77.80","70.00","77.80"
"77.00","77.00",""
"77.80","99.00","77.80"
"69.00","69.00",""
"74.00","74.00","74.00"
"117.00","69.00","117.00"
"115.00","120.00","115.00"
"180.00","180.00","180.00"
"77.80","109.00","77.80"
"76.60","69.00","70.00"
"240.00","240.00","240.00"
"60.00","79.00","60.00"
"104.00","104.00",""
"104.00","104.00",""
"77.80","99.00","77.80"
"100.00","100.00","100.00"
"80.00","99.00","80.00"
"100.00","120.00","100.00"
"115.00","115.00",""
"115.00","115.00",""
"69.00","49.00",""
"115.00","115.00",""
"100.00","120.00","100.00"
"150.00","165.00","150.00"
"79.00","59.00","79.00"
"69.00","69.00","69.00"
"110.00","110.00","110.00"
"49.00","54.00","49.00"
"76.00","69.00","69.00"
"99.00","104.00","99.00"
"102.00","114.00","102.00"
"180.00","150.00","180.00"
"59.00","59.00",""
"100.00","105.00","100.00"
"105.00","105.00","105.00"
"190.00","190.00","190.00"
"70.00","69.00","70.00"
"77.80","109.00","77.80"
"89.00","89.00","89.00"
"110.00","105.00","100.00"
"200.00","104.00","170.00"
"54.00","54.00","54.00"
"77.80","99.00","77.80"
"77.80","70.00","77.80"
"110.00","99.00","110.00"
"77.80","99.00","77.80"
"77.80","107.00","77.80"
"77.80","99.00","77.80"
"142.80","109.00","77.80"
"77.80","99.00","77.80"
"101.80","99.00","77.80"
"100.00","100.00","100.00"
"80.00","109.00","80.00"
"182.23","170.00","150.00"
"270.00","220.00","270.00"
"100.00","100.00","100.00"
"69.00","69.00","69.00"
"70.00","69.00","70.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"100.00","100.00","100.00"
"115.00","115.00","115.00"
"100.00","100.00","100.00"
"100.00","100.00","100.00"
"285.60","100.00","130.00"
"77.80","98.00","77.80"
"77.80","99.00","77.80"
"77.80","70.00","77.80"
"120.00","120.00","120.00"
"100.00","109.00","56.00"
"100.00","100.00","100.00"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"88.90","99.00","88.90"
"77.80","99.00","77.80"
"77.80","100.00","77.80"
"77.80","99.00","77.80"
"130.00","130.00",""
"100.00","100.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"120.00","120.00","120.00"
"130.00","130.00",""
"77.80","109.00","77.80"
"90.00","89.00","90.00"
"93.00","89.00","60.00"
"184.00","174.00",""
"254.00","194.00",""
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"54.00","54.00",""
"100.00","104.00","100.00"
"60.00","60.00",""
"111.10","100.00",""
"100.00","100.00",""
"80.00","109.00","80.00"
"114.00","114.00",""
"80.00","109.00","80.00"
"80.00","109.00","80.00"
"125.00","120.00","125.00"
"100.00","100.00",""
"59.00","54.00","59.00"
"120.00","120.00",""
"77.78","70.00","77.78"
"89.00","89.00",""
"111.12","100.00","111.12"
"80.00","109.00","80.00"
"124.00","124.00",""
"70.00","69.00","70.00"
"111.12","100.00","111.12"
"100.00","100.00","100.00"
"89.00","89.00",""
"160.00","140.00","160.00"
"77.80","70.00","77.80"
"89.00","80.00","89.00"
"69.00","69.00",""
"77.78","70.00","77.78"
"111.12","100.00","111.12"
"140.00","140.00",""
"190.00","180.00","190.00"
"111.12","100.00","111.12"
"60.00","60.00",""
"109.00","109.00",""
"250.00","200.00","250.00"
"110.00","110.00",""
"60.00","60.00",""
"54.00","54.00",""
"133.30","140.00","120.00"
"60.00","60.00",""
"150.00","100.00","150.00"
"77.78","70.00","77.78"
"60.00","60.00",""
"77.78","70.00","77.78"
"111.12","70.00","111.12"
"111.12","70.00","111.12"
"60.00","51.00","50.00"
"600.00","285.00","600.00"
"180.00","120.00","180.00"
"120.00","120.00",""
"60.00","60.00",""
"82.23","60.00",""
"100.00","120.00","100.00"
"60.00","60.00",""
"60.00","60.00",""
"60.00","60.00",""
"49.00","44.00","49.00"
"125.00","119.00","125.00"
"69.00","59.00","69.00"
"130.00","105.00","130.00"
"115.00","104.00","115.00"
"166.63","110.00","100.00"
"100.00","100.00",""
"119.00","89.00","119.00"
"111.12","100.00","111.12"
"100.00","104.00","100.00"
"77.78","70.00","77.78"
"60.00","84.00","60.00"
"89.00","89.00",""
"60.00","79.00","60.00"
"49.00","44.00","49.00"
"60.00","79.00","60.00"
"258.00","258.00",""
"54.00","54.00",""
"80.00","109.00","80.00"
"115.00","119.00","115.00"
"77.80","109.00","77.80"
"115.00","104.00","115.00"
"70.00","29.00","70.00"
"205.00","205.00",""
"49.00","44.00","49.00"
"66.67","60.00","66.67"
"104.00","104.00",""
"166.67","200.00","166.67"
"249.00","220.00",""
"109.00","109.00",""
"89.00","89.00",""
"60.00","49.00","54.00"
"60.00","79.00","60.00"
"59.00","49.00","59.00"
"93.30","79.00","60.00"
"49.00","49.00",""
"114.00","114.00",""
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"110.00","70.00","110.00"
"77.80","70.00","77.80"
"89.00","89.00",""
"77.80","70.00","77.80"
"140.00","140.00","140.00"
"77.78","70.00","77.78"
"60.00","60.00",""
"60.00","89.00","60.00"
"136.00","112.00","136.00"
"111.12","70.00","111.12"
"156.00","160.00","156.00"
"200.00","140.00","200.00"
"60.00","79.00","60.00"
"132.00","120.00","120.00"
"100.00","100.00","100.00"
"101.00","101.00",""
"82.00","111.00","82.00"
"66.67","99.00","60.00"
"54.40","49.00","49.00"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"60.00","79.00","60.00"
"110.00","110.00",""
"79.00","79.00",""
"111.12","100.00","111.12"
"77.78","70.00","77.78"
"150.00","150.00",""
"66.67","60.00","66.67"
"88.89","79.00","88.89"
"88.89","79.00","88.89"
"60.00","60.00",""
"195.00","125.00","195.00"
"69.00","69.00",""
"89.78","70.00","77.78"
"77.78","70.00","77.78"
"320.00","320.00",""
"112.00","100.00",""
"170.00","125.00","170.00"
"160.00","160.00",""
"77.78","70.00","77.78"
"378.00","260.00","300.00"
"104.00","104.00",""
"106.78","70.00","77.78"
"77.78","70.00","77.78"
"60.00","60.00",""
"77.78","70.00","77.78"
"168.12","104.00",""
"77.78","70.00","77.78"
"59.00","60.00","59.00"
"111.12","100.00","111.12"
"111.12","100.00","111.12"
"60.00","54.00","60.00"
"134.00","140.00","134.00"
"77.80","70.00","77.80"
"94.00","94.00",""
"156.00","140.00","156.00"
"77.80","99.00","77.80"
"99.80","99.00","77.80"
"89.00","89.00",""
"110.00","74.00","110.00"
"50.00","62.00","50.00"
"77.80","99.00","77.80"
"42.00","42.00",""
"184.00","150.00",""
"77.80","99.00","77.80"
"200.00","89.00","100.00"
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"79.00","79.00",""
"77.78","70.00","77.78"
"155.50","140.00","155.50"
"130.00","130.00","130.00"
"77.78","70.00","77.78"
"104.00","104.00",""
"99.00","99.00",""
"104.00","104.00",""
"77.78","70.00",""
"77.80","99.00","77.80"
"94.00","94.00","94.00"
"100.00","74.00",""
"100.00","100.00",""
"200.00","200.00",""
"156.23","124.00",""
"77.78","70.00",""
"111.20","70.00","111.20"
"160.00","140.00","160.00"
"80.00","109.00","80.00"
"77.78","70.00","77.78"
"112.00","99.00","112.00"
"77.78","70.00","77.78"
"88.88","70.00","88.88"
"77.80","109.00","77.80"
"97.78","70.00","77.78"
"70.00","69.00","70.00"
"60.00","89.00","60.00"
"80.00","109.00","80.00"
"54.00","54.00",""
"200.00","175.00","200.00"
"190.00","160.00","160.00"
"77.80","99.00","77.80"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"132.50","100.00","100.00"
"60.00","89.00","60.00"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"49.00","49.00",""
"152.00","152.00",""
"60.00","79.00","60.00"
"90.00","79.00","60.00"
"80.00","109.00","80.00"
"66.67","89.00","60.00"
"111.12","70.00","111.12"
"77.78","70.00","77.78"
"60.00","79.00","60.00"
"60.00","84.00","60.00"
"60.00","79.00","60.00"
"100.00","100.00",""
"60.00","60.00",""
"158.30","125.00",""
"370.00","300.00","370.00"
"100.00","79.00","100.00"
"130.00","105.00",""
"77.78","70.00","77.78"
"49.00","49.00",""
"69.00","69.00",""
"153.44","99.00",""
"49.00","49.00",""
"155.60","100.00","155.60"
"111.12","100.00","111.12"
"111.12","100.00","111.12"
"77.78","70.00","77.78"
"200.00","200.00",""
"300.00","480.00","300.00"
"69.00","69.00","69.00"
"100.00","109.00","100.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"109.00","100.00","109.00"
"111.12","100.00","111.12"
"500.00","440.00","500.00"
"99.00","109.00","99.00"
"165.00","114.00","165.00"
"104.00","104.00",""
"104.00","104.00",""
"165.00","114.00","165.00"
"77.78","70.00","77.78"
"100.00","100.00",""
"111.12","100.00","111.12"
"111.12","100.00","111.12"
"111.12","100.00","111.12"
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"77.78","70.00","77.78"
"150.00","150.00",""
"41.00","41.00",""
"130.00","130.00",""
"100.00","100.00",""
"79.00","79.00","79.00"
"60.00","84.00","60.00"
"77.80","109.00","77.80"
"77.80","100.00","77.80"
"60.00","79.00","60.00"
"60.00","60.00","60.00"
"111.11","70.00","111.11"
"175.00","140.00","175.00"
"60.00","79.00","60.00"
"140.00","57.00","140.00"
"79.00","54.00","79.00"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"77.80","99.00","77.80"
"60.00","79.00","60.00"
"134.00","140.00","134.00"
"88.88","70.00","88.88"
"77.78","70.00","77.78"
"77.78","109.00","77.78"
"77.80","109.00","77.80"
"111.12","100.00","111.12"
"440.00","440.00",""
"60.00","60.00",""
"56.00","109.00","56.00"
"77.80","99.00","77.80"
"60.00","79.00","60.00"
"165.00","165.00",""
