"amount","initamount","customamount"
"88.90","99.00","77.80"
"200.00","315.00","200.00"
"69.00","69.00",""
"69.00","69.00",""
"77.80","109.00","77.80"
"1020.00","920.00","1020.00"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"100.00","100.00",""
"119.00","119.00",""
"69.00","69.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","98.00","77.80"
"69.00","69.00",""
"104.00","74.00","104.00"
"105.00","105.00",""
"79.00","79.00",""
"80.00","100.00","80.00"
"69.00","69.00",""
"366.00","160.00",""
"39.00","175.00","39.00"
"89.00","109.00","89.00"
"133.00","100.00","105.00"
"78.00","99.00","78.00"
"78.00","89.00","78.00"
"119.00","89.00","119.00"
"100.00","100.00",""
"69.00","69.00",""
"80.00","105.00","80.00"
"100.00","100.00",""
"180.00","180.00",""
"30.00","44.00","30.00"
"44.00","44.00",""
"44.00","44.00",""
"44.00","44.00",""
"44.00","44.00",""
"100.00","100.00",""
"140.00","140.00",""
"125.00","125.00",""
"125.00","125.00",""
"49.00","49.00","49.00"
"77.80","99.00","77.80"
"77.00","109.00","77.00"
"109.00","109.00",""
"170.00","170.00",""
"99.00","99.00",""
"100.00","79.00","100.00"
"50.00","79.00","50.00"
"280.00","280.00",""
"280.00","280.00",""
"54.00","54.00",""
"130.00","109.00","130.00"
"100.00","114.00","100.00"
"44.00","49.00","44.00"
"59.00","59.00",""
"79.00","79.00",""
"120.00","99.00","120.00"
"89.00","89.00",""
"49.00","49.00",""
"180.00","140.00","180.00"
"94.00","89.00","94.00"
"55.60","49.00","55.00"
"78.00","100.00","78.00"
"180.00","180.00",""
"80.00","99.00","80.00"
"260.00","360.00","260.00"
"69.00","69.00",""
"77.80","99.00","77.80"
"127.78","115.00","127.78"
"88.89","109.00","88.89"
"77.78","109.00","77.78"
"77.80","109.00","77.80"
"104.00","89.00","104.00"
"88.89","109.00","88.89"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.78","100.00","77.78"
"88.89","109.00","88.89"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"100.00","100.00",""
"77.80","99.00","77.80"
"100.00","100.00",""
"111.12","99.00","111.12"
"77.78","109.00","77.78"
"77.78","109.00","77.78"
"111.50","120.00","111.50"
"125.00","125.00",""
"100.00","100.00",""
"161.00","161.00",""
"155.56","160.00","155.56"
"200.00","200.00",""
"44.00","44.00",""
"44.00","44.00",""
"30.00","44.00","30.00"
"40.00","54.00","40.00"
"130.00","130.00",""
"99.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","89.00","77.80"
"77.80","100.00","77.80"
"174.00","174.00",""
"77.80","109.00","77.80"
"44.00","44.00",""
"150.00","150.00",""
"44.00","44.00",""
"200.00","232.00","200.00"
"110.00","109.00","110.00"
"77.80","98.00","77.80"
"100.00","100.00",""
"133.90","100.00","88.90"
"100.00","100.00",""
"77.80","100.00","77.80"
"69.00","69.00",""
"77.80","106.80","77.80"
"110.00","109.00","110.00"
"77.80","109.00","77.80"
"88.90","99.00","88.90"
"69.00","69.00",""
"119.00","89.00","119.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"55.60","99.00","55.60"
"105.00","105.00",""
"44.00","44.00",""
"44.00","44.00",""
"77.78","98.00","77.78"
"59.00","59.00",""
"89.00","89.00",""
"100.00","100.00",""
"69.00","69.00",""
"109.00","109.00",""
"77.80","109.00","77.80"
"80.00","89.00","80.00"
"54.00","54.00",""
"100.00","100.00",""
"99.00","99.00",""
"54.00","54.00",""
"54.00","54.00",""
"49.00","49.00",""
"49.00","49.00",""
"109.00","109.00",""
"109.00","109.00",""
"99.00","99.00",""
"69.00","69.00",""
"220.00","220.00",""
"100.00","100.00",""
"115.00","100.00","115.00"
"66.70","89.00","66.70"
"125.00","79.00","75.00"
"130.00","130.00",""
"69.00","69.00",""
"133.34","109.00",""
"195.00","195.00",""
"109.00","109.00",""
"88.90","109.00","88.90"
"77.80","109.00","77.80"
"480.00","480.00",""
"109.00","109.00",""
"50.00","74.00","50.00"
"109.00","109.00",""
"100.00","100.00",""
"94.00","94.00",""
"100.00","100.00",""
"109.00","109.00",""
"450.00","450.00",""
"55.60","99.00","55.60"
"450.00","450.00",""
"123.12","100.00","111.12"
"54.00","49.00","54.00"
"77.80","109.00","77.80"
"120.00","120.00",""
"159.50","89.00","104.00"
"120.00","79.00","120.00"
"140.00","140.00",""
"135.00","110.00",""
"120.00","79.00","120.00"
"89.00","89.00",""
"78.00","109.00","78.00"
"109.00","109.00",""
"78.00","99.00","78.00"
"54.00","49.00","54.00"
"104.00","89.00","104.00"
"100.00","100.00","100.00"
"109.00","109.00",""
"135.00","135.00",""
"109.00","109.00",""
"137.00","104.00",""
"49.00","49.00",""
"109.00","109.00",""
"125.00","125.00",""
"89.00","89.00",""
"69.00","69.00",""
"44.00","44.00",""
"44.00","44.00",""
"77.80","109.00","77.80"
"79.00","79.00",""
"104.00","104.00",""
"160.00","160.00",""
"78.00","109.00","78.00"
"160.00","160.00",""
"79.00","79.00",""
"129.00","79.00",""
"79.00","79.00",""
"78.00","109.00","78.00"
"94.00","94.00",""
"100.00","125.00","100.00"
"160.00","160.00",""
"125.00","125.00",""
"100.00","125.00","100.00"
"77.80","109.00","77.80"
"107.80","99.00","77.80"
"77.80","100.00","77.80"
"77.80","99.00","77.80"
"100.00","100.00",""
"77.80","109.00","77.80"
"115.00","115.00",""
"100.00","100.00",""
"100.00","100.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"125.00","125.00",""
"49.00","49.00",""
"104.00","104.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"55.20","49.00",""
"107.80","100.00","77.80"
"180.00","180.00",""
"77.80","109.00","77.80"
"54.00","54.00",""
"200.00","200.00",""
"100.00","100.00",""
"77.78","99.00","77.78"
"77.78","98.00","77.78"
"90.00","89.00","90.00"
"80.00","100.00","80.00"
"77.80","99.00","77.80"
"111.20","120.00","111.20"
"143.00","120.00",""
"77.80","99.00","77.80"
"49.00","49.00",""
"71.00","104.00","71.00"
"128.00","125.00","118.00"
"137.00","130.00","137.00"
"49.00","49.00",""
"49.00","49.00",""
"100.00","100.00",""
"125.00","125.00",""
"111.12","99.00","111.12"
"44.00","44.00",""
"44.00","44.00",""
"44.00","44.00",""
"44.00","44.00",""
"49.00","49.00",""
"205.00","205.00",""
"100.00","100.00",""
"100.00","100.00",""
"88.90","109.00","88.90"
"99.00","99.00",""
"88.90","100.00","88.90"
"49.00","49.00",""
"49.00","49.00",""
"104.00","104.00",""
"104.00","104.00",""
"109.00","89.00",""
"78.00","109.00","78.00"
"78.00","100.00","78.00"
"100.00","89.00","100.00"
"104.00","104.00",""
"78.00","74.00",""
"88.90","109.00","88.90"
"49.00","49.00",""
"79.00","79.00",""
"54.00","54.00",""
"125.00","125.00",""
"79.00","79.00",""
"160.00","160.00",""
"160.00","160.00",""
"144.00","144.00",""
"79.00","79.00",""
"105.00","104.00","82.00"
"165.00","165.00",""
"54.45","49.00",""
"77.80","109.00","77.80"
"69.00","69.00",""
"144.00","144.00",""
"120.00","130.00","120.00"
"80.00","99.00","80.00"
"100.00","100.00",""
"90.00","109.00","90.00"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"109.00","109.00",""
"55.60","99.00","55.60"
"77.78","109.00","77.78"
"80.00","99.00","80.00"
"77.80","99.00","77.80"
"94.00","89.00","94.00"
"260.00","260.00",""
"59.00","59.00",""
"135.00","135.00",""
"69.00","69.00",""
"69.00","69.00",""
"114.00","114.00",""
"260.00","260.00",""
"104.00","104.00",""
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"82.23","49.00","55.56"
"143.00","109.00",""
"80.00","99.00","80.00"
"127.80","99.00","77.80"
"77.78","99.00","77.78"
"200.00","200.00",""
"111.00","109.00","111.00"
"280.00","280.00",""
"49.00","49.00",""
"77.80","99.00","77.80"
"122.23","79.00","100.00"
"74.00","74.00",""
"80.00","99.00","80.00"
"80.00","109.00","80.00"
"77.80","100.00","77.80"
"49.00","49.00",""
"122.23","110.00","122.23"
"100.00","100.00","100.00"
"88.80","99.00","77.80"
"77.80","99.00","77.80"
"78.00","99.00","78.00"
"155.00","155.00",""
"77.78","109.00","77.78"
"54.00","54.00",""
"170.00","160.00","170.00"
"78.00","109.00","78.00"
"99.00","79.00",""
"96.00","89.00","78.00"
"80.00","109.00","80.00"
"250.00","54.00","30.00"
"74.00","74.00",""
"74.00","74.00",""
"54.00","54.00",""
"77.80","109.00","77.80"
"54.00","54.00",""
"100.00","109.00","100.00"
"77.80","109.00","77.80"
"260.00","220.00","260.00"
"69.00","49.00","49.00"
"125.00","120.00","125.00"
"150.00","120.00","150.00"
"54.45","49.00",""
"84.00","84.00",""
"80.00","99.00","80.00"
"44.00","44.00",""
"44.00","44.00",""
"44.00","44.00",""
"125.00","125.00",""
"44.00","44.00",""
"77.78","99.00","77.78"
"77.80","98.00","77.80"
"54.00","54.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"215.00","100.00","200.00"
"200.00","200.00",""
"77.80","99.00","77.80"
"160.00","160.00",""
"49.00","49.00",""
"77.80","109.00","77.80"
"80.00","99.00","80.00"
"150.00","150.00",""
"780.00","900.00","780.00"
"77.80","99.00","77.80"
"69.00","69.00",""
"54.00","54.00",""
"91.23","69.00",""
"89.00","89.00",""
"69.00","69.00",""
"104.00","104.00",""
"32.23","58.00","32.23"
"112.00","69.00","69.00"
"49.00","49.00",""
"104.00","104.00",""
"150.00","115.00","150.00"
"120.00","124.00","120.00"
"49.00","49.00",""
"77.80","99.00","77.80"
"120.00","120.00",""
"77.80","99.00","77.80"
"100.00","99.00","100.00"
"125.00","125.00",""
"54.00","54.00",""
"54.00","54.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"88.90","99.00","88.90"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"50.00","160.00","50.00"
"50.00","160.00","50.00"
"104.00","104.00",""
"89.00","89.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"104.00","104.00",""
"104.00","104.00",""
"195.00","200.00","195.00"
"77.80","109.00","77.80"
"110.00","110.00",""
"49.00","49.00",""
"166.00","104.00","100.00"
"165.00","150.00",""
"79.00","79.00",""
"49.00","49.00",""
"49.00","49.00",""
"77.80","99.00","77.80"
"109.00","109.00",""
"100.00","106.80","77.00"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"55.00","44.00","49.00"
"100.00","100.00",""
"160.00","160.00",""
"44.00","44.00",""
"44.00","44.00",""
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"113.00","109.00","80.00"
"77.80","109.00","77.80"
"49.00","49.00",""
"95.00","99.00","95.00"
"125.00","125.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"111.00","109.00","111.00"
"111.12","49.00",""
"105.00","105.00",""
"67.00","49.00",""
"69.00","69.00",""
"360.00","380.00","360.00"
"77.80","109.00","77.80"
"120.00","120.00",""
"49.00","49.00",""
"150.00","150.00",""
"160.00","160.00",""
"105.00","105.00",""
"105.00","105.00",""
"160.00","160.00",""
"85.00","79.00","85.00"
"89.00","99.00","89.00"
"180.00","180.00",""
"77.80","99.00","77.80"
"220.00","220.00",""
"116.67","125.00","105.00"
"77.80","99.00","77.80"
"130.00","100.00",""
"77.80","99.00","77.80"
"240.00","220.00",""
"180.00","180.00",""
"100.01","69.00",""
"77.78","99.00","77.78"
"180.00","180.00",""
"150.00","150.00",""
"200.00","200.00",""
"44.50","69.00","44.50"
"77.80","99.00","77.80"
"70.00","109.00","70.00"
"340.00","340.00",""
"125.00","125.00",""
"125.00","125.00",""
"44.00","44.00",""
"70.00","74.00","70.00"
"44.00","44.00",""
"44.00","44.00",""
"150.00","120.00","150.00"
"99.00","99.00",""
"60.00","69.00","60.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"87.80","109.00","77.80"
"79.00","79.00",""
"165.00","165.00",""
"77.80","109.00","77.80"
"111.12","124.00","111.12"
"77.80","107.00","77.80"
"111.80","99.00","77.80"
"99.00","99.00",""
"117.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","100.00","77.80"
"88.90","100.00","88.90"
"69.00","69.00",""
"155.56","160.00","155.56"
"77.80","98.00","77.80"
"77.80","109.00","77.80"
"54.00","54.00",""
"49.00","49.00",""
"49.00","49.00",""
"49.00","49.00",""
"77.78","109.00","77.78"
"100.00","100.00",""
"66.67","49.00",""
"98.89","89.00","98.89"
"98.89","89.00","98.89"
"105.00","105.00",""
"100.00","100.00",""
"77.78","109.00","77.78"
"49.00","49.00",""
"49.00","49.00",""
"89.00","89.00",""
"69.00","69.00",""
"89.00","89.00",""
"77.78","109.00","77.78"
"77.78","109.00","77.78"
"100.00","114.00","100.00"
"80.00","99.00","80.00"
"77.78","109.00","77.78"
"36.12","175.00","36.12"
"77.80","109.00","77.80"
"44.00","44.00",""
"40.00","44.00","40.00"
"100.00","100.00",""
"77.78","109.00","77.78"
"77.78","100.00","77.78"
"121.52","104.00",""
"111.80","99.00","77.80"
"420.00","300.00","420.00"
"98.90","109.00","88.90"
"210.00","210.00",""
"77.78","99.00","77.78"
"160.00","160.00",""
"88.89","54.00","88.89"
"225.00","200.00","225.00"
"77.78","109.00","77.78"
"104.00","104.00",""
"110.00","119.00","110.00"
"77.78","100.00","77.78"
"79.00","79.00",""
"54.00","54.00",""
"77.78","109.00","77.78"
"79.00","79.00",""
"129.00","79.00",""
"54.00","54.00",""
"100.00","100.00",""
"105.00","124.00","105.00"
"77.78","99.00","77.78"
"111.12","99.00","111.12"
"77.78","109.00","77.78"
"77.78","109.00","77.78"
"77.78","109.00","77.78"
"77.78","99.00","77.78"
"77.78","109.00","77.78"
"77.80","99.00","77.80"
"105.00","105.00",""
"92.45","99.00","92.45"
"240.00","255.00","240.00"
"133.00","120.00","133.00"
"78.00","89.00","78.00"
"104.00","104.00",""
"79.00","79.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"200.00","200.00",""
"445.00","260.00",""
"104.00","104.00",""
"120.00","120.00",""
"120.00","120.00",""
"251.00","210.00",""
"115.00","115.00",""
"59.00","49.00",""
"99.00","99.00",""
"74.00","74.00",""
"49.00","49.00",""
"150.00","150.00",""
"80.00","79.00","80.00"
"94.00","94.00",""
"94.00","94.00",""
"49.00","49.00",""
"166.70","109.00","166.70"
"77.80","109.00","77.80"
"140.00","140.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"150.00","170.00","150.00"
"74.00","74.00",""
"74.00","74.00",""
"54.00","54.00",""
"120.00","120.00",""
"49.00","49.00",""
"77.80","109.00","77.80"
"100.80","109.00","77.80"
"77.80","99.00","77.80"
"89.00","89.00",""
"69.00","69.00",""
"77.80","109.00","77.80"
"69.00","69.00",""
"74.00","74.00",""
"114.00","69.00",""
"99.00","99.00",""
"99.00","99.00",""
"100.00","100.00",""
"77.80","99.00","77.80"
"59.00","59.00",""
"50.00","44.00","50.00"
"59.00","59.00",""
"89.00","69.00",""
"77.80","109.00","77.80"
"150.00","150.00",""
"180.00","150.00",""
"180.00","150.00","180.00"
"77.80","109.00","77.80"
"125.00","125.00",""
"89.00","89.00",""
"69.00","69.00",""
"77.80","109.00","77.80"
"89.00","89.00",""
"155.60","160.00","155.60"
"144.00","144.00",""
"155.56","140.00","140.00"
"110.80","99.00","110.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"100.00","100.00",""
"77.80","107.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"54.00","54.00",""
"77.80","109.00","77.80"
"77.80","100.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.78","99.00","77.78"
"89.00","89.00",""
"90.00","99.00","80.00"
"702.00","1380.00","702.00"
"702.00","1380.00","702.00"
"77.80","107.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"100.00","100.00","100.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"60.00","49.00","60.00"
"130.00","130.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"49.00","49.00",""
"70.00","69.00","70.00"
"89.00","89.00",""
"100.00","79.00",""
"54.00","54.00",""
"77.80","109.00","77.80"
"144.00","144.00",""
"77.80","98.00","77.80"
"54.00","54.00",""
"124.00","124.00",""
"500.00","500.00",""
"150.00","150.00",""
"100.00","100.00",""
"100.00","100.00",""
"150.00","115.00","150.00"
"77.80","109.00","77.80"
"49.00","49.00",""
"50.00","49.00","50.00"
"74.00","74.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"54.00","54.00",""
"49.00","49.00",""
"100.00","100.00",""
"125.00","125.00",""
"140.00","140.00",""
"110.03","99.00","77.80"
"69.00","69.00","69.00"
"77.80","109.00","77.80"
"80.00","100.00","80.00"
"69.00","69.00",""
"77.80","98.00","77.80"
"77.80","99.00","77.80"
"77.80","100.00","77.80"
"109.00","109.00",""
"77.80","109.00","77.80"
"200.00","200.00",""
"77.80","109.00","77.80"
"124.00","124.00",""
"77.80","107.00","77.80"
"150.00","150.00",""
"77.80","109.00","77.80"
"78.00","109.00","78.00"
"77.80","99.00","77.80"
"85.00","74.00","85.00"
"112.00","99.00","78.00"
"78.00","109.00","76.00"
"78.00","100.00","78.00"
"49.00","49.00",""
"114.00","114.00",""
"77.80","109.00","77.80"
"99.00","99.00",""
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"90.00","104.00","90.00"
"94.00","94.00",""
"77.80","109.00","77.80"
"150.00","150.00",""
"200.00","180.00","190.00"
"190.00","190.00",""
"100.00","100.00",""
"77.80","99.00","77.80"
"77.80","89.00","77.80"
"77.80","89.00","77.80"
"54.00","54.00",""
"79.00","79.00",""
"111.80","109.00","77.80"
"50.00","49.00","50.00"
"124.00","124.00",""
"79.00","79.00",""
"150.00","150.00",""
"99.00","99.00",""
"49.00","49.00",""
"345.00","300.00",""
"107.80","99.00","77.80"
"54.00","54.00",""
"77.80","99.00","77.80"
"125.00","105.00",""
"114.00","99.00",""
"330.00","350.00","330.00"
"77.80","109.00","77.80"
"100.00","120.00","100.00"
"111.20","119.00","111.20"
"77.80","109.00","77.80"
"49.00","49.00",""
"104.00","104.00","94.00"
"79.00","79.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","100.00","77.80"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"112.00","120.00","100.00"
"100.00","120.00","100.00"
"59.00","59.00",""
"59.00","59.00",""
"59.00","59.00",""
"89.00","89.00",""
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"100.80","99.00","77.80"
"77.80","99.00","77.80"
"49.00","49.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"54.00","54.00",""
"133.80","109.00","77.80"
"220.00","220.00",""
"69.00","69.00",""
"94.00","94.00",""
"94.00","94.00",""
"145.00","145.00",""
"49.00","49.00",""
"77.80","109.00","77.80"
"109.00","109.00",""
"128.50","115.00",""
"90.00","109.00","90.00"
"77.80","109.00","77.80"
"225.00","225.00",""
"77.80","109.00","77.80"
"100.00","104.00","100.00"
"100.00","104.00","100.00"
"79.00","69.00",""
"100.00","100.00",""
"77.80","109.00","77.80"
"89.00","89.00",""
"111.00","99.00","111.00"
"77.80","99.00","77.80"
"49.00","49.00",""
"66.67","89.00","66.67"
"77.80","99.00","77.80"
"111.00","100.00",""
"160.00","160.00",""
"160.00","160.00",""
"69.00","69.00",""
"109.00","109.00",""
"69.00","69.00",""
"110.00","100.00","110.00"
"77.80","99.00","77.80"
"100.00","119.00","100.00"
"77.80","109.00","77.80"
"207.00","120.00",""
"111.00","98.00","111.00"
"77.80","99.00","77.80"
"69.00","69.00","69.00"
"145.67","79.00",""
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"117.78","109.00","77.78"
"94.00","94.00",""
"114.00","114.00",""
"70.00","109.00","70.00"
"59.00","59.00",""
"59.00","59.00",""
"69.00","69.00","69.00"
"111.12","109.00","111.12"
"59.00","59.00","59.00"
"60.00","59.00",""
"99.00","99.00","99.00"
"104.00","104.00",""
"69.00","69.00","69.00"
"150.00","300.00","150.00"
"135.00","135.00",""
"66.00","44.00","49.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.78","109.00","77.78"
"77.78","109.00","77.78"
"111.12","99.00","111.12"
"111.00","109.00","111.00"
"69.00","69.00",""
"292.00","292.00",""
"77.80","100.00","77.80"
"69.00","69.00","69.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"48.00","49.00","48.00"
"60.00","59.00",""
"99.00","99.00",""
"117.78","109.00","77.78"
"109.00","109.00",""
"44.00","44.00",""
"134.00","120.00","134.00"
"320.00","320.00",""
"77.78","109.00","77.78"
"80.00","100.00","80.00"
"100.78","109.00","77.78"
"77.80","109.00","77.80"
"77.78","99.00","77.78"
"79.00","79.00","79.00"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"360.00","360.00",""
"111.00","89.00","111.00"
"77.80","100.00","77.80"
"77.78","109.00","77.78"
"77.80","109.00","77.80"
"105.00","105.00",""
"77.80","109.00","77.80"
"100.00","100.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"150.00","150.00",""
"49.00","49.00",""
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"54.00","54.00",""
"77.80","99.00","77.80"
"112.00","89.00","112.00"
"89.00","109.00","89.00"
"150.89","89.00",""
"79.00","79.00",""
"77.80","109.00","77.80"
"56.00","107.00","56.00"
"69.00","69.00",""
"77.78","109.00","77.78"
"54.00","54.00",""
"77.80","109.00","77.80"
"89.00","89.00",""
"77.80","98.00","77.80"
"100.00","100.00",""
"175.00","175.00",""
"260.00","260.00",""
"69.00","69.00",""
"124.00","100.00",""
"80.00","98.00","80.00"
"54.45","49.00",""
"80.00","99.00","80.00"
"105.00","105.00",""
"69.00","69.00",""
"180.00","180.00",""
"418.00","260.00",""
"824.00","260.00","334.00"
"89.00","109.00","89.00"
"79.00","79.00",""
"111.12","99.00","111.12"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","100.00","77.80"
"119.00","119.00",""
"77.78","109.00","77.78"
"77.78","109.00","77.78"
"77.78","109.00","77.78"
"104.00","104.00",""
"100.00","100.00",""
"80.00","109.00","80.00"
"77.78","69.00",""
"100.00","200.00","100.00"
"160.00","104.00",""
"77.78","89.00","77.78"
"111.12","100.00",""
"79.00","79.00",""
"100.00","100.00",""
"77.78","109.00","77.78"
"156.00","160.00","156.00"
"77.78","109.00","77.78"
"125.00","125.00",""
"99.00","99.00",""
"54.00","54.00",""
"54.00","54.00",""
"89.00","109.00","89.00"
"77.80","109.00","77.80"
"118.00","118.00",""
"77.80","100.00","77.80"
"88.89","99.00","88.89"
"112.00","100.00","112.00"
"800.00","800.00",""
"170.00","170.00",""
"170.00","170.00",""
"170.00","170.00",""
"168.00","145.00",""
"100.00","100.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"54.00","54.00",""
"77.78","99.00","77.78"
"77.80","99.00","77.80"
"78.00","99.00","78.00"
"112.00","100.00","112.00"
"77.78","109.00","77.78"
"69.00","69.00","69.00"
"77.78","99.00","77.78"
"77.78","109.00","77.78"
"100.00","100.00",""
"100.00","100.00",""
"100.00","100.00",""
"77.80","109.00","77.80"
"189.00","120.00","189.00"
"112.00","100.00",""
"100.00","99.00",""
"150.00","150.00",""
"49.00","49.00",""
"30.00","49.00","29.00"
"39.00","49.00","29.00"
"29.00","49.00","29.00"
"49.00","49.00",""
"54.00","54.00",""
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"450.00","450.00",""
"54.00","54.00",""
"54.00","54.00",""
"77.80","109.00","77.80"
"107.80","109.00","77.80"
"223.00","125.00","223.00"
"100.00","109.00","100.00"
"77.80","109.00","77.80"
"89.00","89.00",""
"109.00","109.00",""
"110.00","110.00",""
"350.00","180.00","350.00"
"99.00","99.00",""
"50.00","54.00","50.00"
"100.00","100.00",""
"77.80","100.00","77.80"
"99.00","99.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"100.00","120.00","100.00"
"89.00","109.00","89.00"
"125.00","125.00",""
"125.00","125.00",""
"140.00","140.00",""
"109.00","109.00",""
"115.20","104.00",""
"79.00","79.00",""
"79.00","79.00",""
"124.00","124.00",""
"49.00","49.00",""
"200.00","99.00","167.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","98.00","77.80"
"77.80","109.00","77.80"
"109.00","109.00",""
"69.00","69.00",""
"124.00","124.00",""
"78.00","99.00","78.00"
"109.00","109.00",""
"240.00","240.00",""
"100.00","100.00",""
"240.00","240.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","98.00","77.80"
"104.00","104.00",""
"109.00","109.00",""
"145.00","120.00","145.00"
"180.00","180.00",""
"200.00","200.00",""
"54.00","54.00",""
"200.00","200.00",""
"150.00","200.00","150.00"
"100.00","100.00",""
"79.00","79.00",""
"77.80","109.00","77.80"
"251.00","195.00",""
"135.00","135.00",""
"77.80","109.00","77.80"
"80.00","109.00","80.00"
"77.80","99.00","77.80"
"54.00","54.00",""
"147.78","109.00","77.78"
"125.00","125.00",""
"77.80","109.00","77.80"
"61.12","104.00","50.00"
"80.00","99.00","80.00"
"54.00","54.00",""
"80.00","109.00","80.00"
"77.80","109.00","77.80"
"114.00","114.00",""
"123.00","110.00",""
"104.00","84.00","104.00"
"134.00","100.00",""
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"65.00","104.00","65.00"
"165.00","165.00",""
"77.80","109.00","77.80"
"77.80","100.00","77.80"
"49.00","54.00","49.00"
"69.00","69.00",""
"115.00","115.00",""
"109.00","109.00",""
"69.00","69.00",""
"100.00","100.00",""
"1220.00","1220.00",""
"109.00","109.00",""
"49.00","49.00",""
"800.00","1320.00","800.00"
"140.00","140.00",""
"69.00","69.00",""
"69.00","69.00",""
"29.00","100.00","29.00"
"77.80","109.00","77.80"
"99.00","99.00",""
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"255.00","255.00",""
"77.80","109.00","77.80"
"49.00","49.00",""
"79.00","79.00","79.00"
"180.00","180.00",""
"49.00","49.00",""
"190.00","140.00",""
"119.00","119.00",""
"89.00","89.00",""
"105.00","105.00",""
"100.00","100.00",""
"89.00","89.00",""
"112.00","49.00","112.00"
"115.00","115.00",""
"80.00","99.00","80.00"
"167.00","180.00","150.00"
"165.00","165.00",""
"74.00","74.00",""
"130.00","130.00",""
"350.00","200.00","350.00"
"120.00","120.00",""
"89.00","89.00",""
"60.00","89.00","60.00"
"64.00","49.00","64.00"
"400.00","400.00",""
"400.00","400.00",""
"400.00","400.00",""
"450.00","450.00",""
"54.00","54.00",""
"89.00","89.00",""
"77.80","119.00","77.80"
"77.80","99.00","77.80"
"49.00","49.00",""
"222.30","220.00","222.30"
"140.00","140.00",""
"49.00","49.00",""
"90.00","115.00","90.00"
"80.00","100.00","80.00"
"80.00","100.00","80.00"
"89.00","89.00",""
"77.80","107.00","77.80"
"211.20","107.00","134.00"
"112.00","89.00","90.00"
"69.00","69.00",""
"77.80","109.00","77.80"
