"id","orderid","amount","reason","nums","type","state","createby","createdate","orderAmount"
"5554","30945","16.00","基本安装费差价","3","worker","exception","2007","2016-10-05 17:28:54","130.00"
"5555","30945","16.00","基本安装费差价","4","worker","none","2007","2016-10-05 17:29:12","130.00"
"5556","30961","11.10","商家加价！","1","merchant","success","1","2016-10-06 09:49:32","100.00"
"5557","29426","60.00","对接等于是两套","1","worker","none","3477","2016-10-06 10:28:34","150.00"
"5558","30859","11.00","商家加价！","1","merchant","success","1","2016-10-06 11:45:36","80.00"
"5559","30859","9.00","商家加价！","2","merchant","success","1","2016-10-06 11:52:14","91.00"
"5560","31003","10.00","商家加价！","1","merchant","success","1","2016-10-06 12:04:44","50.00"
"5561","30805","15.00","商家加价！","1","merchant","success","1","2016-10-06 12:56:35","44.00"
"5562","28883","2.50","商家加价！","1","merchant","success","1","2016-10-06 15:22:24","120.00"
"5563","30581","69.50","商家加价！","1","merchant","success","1","2016-10-06 15:23:32","655.50"
"5564","31069","6.67","商家加价！","1","merchant","success","1","2016-10-07 09:05:47","60.00"
"5565","30776","29.34","商家加价！","1","merchant","success","1","2016-10-07 10:31:17","104.00"
"5566","29857","32.23","商家加价！","1","merchant","success","1","2016-10-07 12:14:18","110.00"
"5567","30762","10.00","己经超区域，远程费，另外费自己膨胀螺丝钉。","1","worker","none","11468","2016-10-07 12:16:48","60.00"
"5568","30771","29.00","商家加价！","1","merchant","success","1","2016-10-07 12:50:59","110.00"
"5569","30968","40.00","3套双弯的总长度都超过4米以上，还安装罗马杆一根","1","worker","none","1253","2016-10-07 14:01:49","100.00"
"5570","31092","78.00","商家加价！","1","merchant","success","1","2016-10-07 14:09:50","300.00"
"5571","28551","20.00","商家加价！","1","merchant","success","1","2016-10-07 14:41:33","160.00"
"5572","31129","7.78","商家加价！","1","merchant","success","1","2016-10-07 15:13:01","70.00"
"5573","31136","7.78","商家加价！","1","merchant","success","1","2016-10-07 16:05:44","70.00"
"5574","29040","56.00","商家加价！","1","merchant","success","1","2016-10-07 16:18:46","120.00"
"5575","29039","56.00","商家加价！","1","merchant","exception","1","2016-10-07 17:24:28","180.00"
"5576","29039","56.00","商家加价！","2","merchant","success","1","2016-10-07 17:24:38","180.00"
"5577","29758","29.00","商家加价！","1","merchant","success","1","2016-10-07 17:54:57","77.80"
"5578","31065","12.00","商家加价！","1","merchant","success","1","2016-10-07 17:56:41","120.00"
"5579","31153","1.00","他家电话空号","1","worker","none","9774","2016-10-07 21:08:42","60.00"
"5580","31018","60.00","玻化砖","1","worker","exception","11541","2016-10-08 02:52:37","100.00"
"5581","31062","40.00","它是分开装的，太费时间","1","worker","none","2527","2016-10-08 09:07:21","156.00"
"5582","30818","60.00","商家加价！","1","merchant","success","1","2016-10-08 10:06:37","165.00"
"5583","31164","6.67","商家加价！","1","merchant","success","1","2016-10-08 10:21:15","60.00"
"5584","31109","22.00","商家加价！","1","merchant","success","1","2016-10-08 11:01:39","77.80"
"5585","31115","34.00","商家加价！","1","merchant","success","1","2016-10-08 11:02:33","150.00"
"5586","31175","25.00","商家加价！","1","merchant","success","1","2016-10-08 11:04:02","105.00"
"5587","30917","21.00","商家加价！","1","merchant","success","1","2016-10-08 11:10:20","77.80"
"5588","30917","3.00","商家加价！","2","merchant","success","1","2016-10-08 11:10:33","98.80"
"5589","30931","155.60","商家加价！","1","merchant","success","1","2016-10-08 11:20:59","130.00"
"5590","30915","31.00","商家加价！","1","merchant","success","1","2016-10-08 11:34:41","77.80"
"5591","30915","34.00","商家加价！","2","merchant","success","1","2016-10-08 11:34:53","108.80"
"5592","29040","61.12","商家加价！","2","merchant","success","1","2016-10-08 11:37:45","176.00"
"5593","31151","30.00","商家加价！","1","merchant","success","1","2016-10-08 12:27:23","160.00"
"5594","30725","11.00","商家加价！","1","merchant","success","1","2016-10-08 14:56:57","77.80"
"5595","31098","30.00","商家加价！","1","merchant","success","1","2016-10-08 14:59:52","104.00"
"5596","31132","26.00","商家加价！","1","merchant","success","1","2016-10-08 15:36:04","74.00"
"5597","31085","12.00","商家加价！","1","merchant","success","1","2016-10-08 16:43:48","77.78"
"5598","30936","44.00","商家加价！","1","merchant","success","1","2016-10-08 17:00:03","56.00"
"5599","31047","30.00","业主家为玻化砖","1","worker","exception","11541","2016-10-08 18:23:06","60.00"
"5600","30841","33.40","商家加价！","1","merchant","success","1","2016-10-08 21:17:17","100.00"
"5601","31094","29.00","商家加价！","1","merchant","success","1","2016-10-09 09:02:15","77.78"
"5602","31070","5.40","商家加价！","1","merchant","success","1","2016-10-09 09:32:08","49.00"
"5603","31098","23.00","商家加价！","2","merchant","success","1","2016-10-09 09:59:04","134.00"
"5604","30796","77.00","商家加价！","3","merchant","success","1","2016-10-09 10:04:35","77.80"
"5605","30862","15.00","商家加价！","1","merchant","success","1","2016-10-09 10:18:15","89.00"
"5606","30955","30.00","66666","1","worker","exception","10211","2016-10-09 11:10:03","194.00"
"5607","30955","60.00","有钱任性","2","worker","success","10211","2016-10-09 11:19:17","194.00"
"5608","31088","12.00","商家加价！","1","merchant","success","1","2016-10-09 11:35:02","100.00"
"5609","31098","11.12","商家加价！","3","merchant","success","1","2016-10-09 12:05:40","157.00"
"5610","31274","25.00","商家加价！","1","merchant","success","1","2016-10-09 12:19:50","315.00"
"5611","31041","29.00","商家加价！","1","merchant","success","1","2016-10-09 13:47:31","220.00"
"5612","30582","29.00","商家加价！","1","merchant","success","1","2016-10-09 15:00:27","69.00"
"5613","30954","10.00","瓷砖打孔2个","1","worker","success","10011","2016-10-09 15:38:13","174.00"
"5614","30876","6.60","商家加价！","1","merchant","success","1","2016-10-09 15:51:18","70.00"
"5615","31273","15.00","商家加价！","1","merchant","success","1","2016-10-09 15:53:37","160.00"
"5616","31264","29.00","商家加价！","1","merchant","success","1","2016-10-09 16:54:50","100.00"
"5617","31332","34.89","商家加价！","1","merchant","success","1","2016-10-09 17:28:05","54.00"
"5618","31264","6.20","商家加价！","2","merchant","success","1","2016-10-09 17:45:57","129.00"
"5702","30720","34.00","商家加价！","1","merchant","success","1","2016-10-10 08:55:29","100.00"
"5703","30641","100.00","我已经提前告知客户须根吊顶师傅，可客户要求安装，安装完成后，吊顶师傅称不能吊顶，客户要求拆机，后在安装。","1","worker","none","8739","2016-10-10 09:06:22","100.00"
"5704","31044","6.00","商家加价！","1","merchant","success","1","2016-10-10 09:11:17","54.00"
"5705","30995","13.30","商家加价！","1","merchant","success","1","2016-10-10 09:33:58","120.00"
"5706","31408","7.78","商家加价！","1","merchant","success","1","2016-10-10 10:07:02","70.00"
"5707","31342","33.30","商家加价！","1","merchant","success","1","2016-10-10 10:42:57","100.00"
"5708","30953","33.00","商家加价！","1","merchant","success","1","2016-10-10 12:03:40","60.00"
"5709","31343","20.00","加一百叶","1","worker","exception","2527","2016-10-10 12:28:39","104.00"
"5710","31343","15.00","加一百叶窗","2","worker","exception","2527","2016-10-10 13:04:18","104.00"
"5711","31343","15.00","加一百叶窗","3","worker","none","2527","2016-10-10 13:06:04","104.00"
"5712","31431","25.00","距离30公里左右，需要远程费","1","worker","none","8373","2016-10-10 13:33:49","77.80"
"5713","31008","22.23","商家加价！","1","merchant","success","1","2016-10-10 13:52:31","60.00"
"5714","31444","10.00","商家加价！","1","merchant","success","1","2016-10-10 14:34:03","50.00"
"5715","29919","40.00","商家加价！","1","merchant","success","1","2016-10-10 15:08:25","155.00"
"5716","31463","77.80","商家加价！","1","merchant","success","1","2016-10-10 16:12:19","77.80"
"5717","31018","33.33","商家加价！","2","merchant","success","1","2016-10-10 16:51:16","100.00"
"5718","31439","22.20","商家加价！","1","merchant","success","1","2016-10-10 16:59:31","77.80"
"5719","31471","7.78","商家加价！","1","merchant","success","1","2016-10-10 17:13:40","70.00"
"5720","31018","33.30","商家加价！","3","merchant","success","1","2016-10-10 17:34:07","133.33"
"5721","31047","33.30","商家加价！","2","merchant","success","1","2016-10-10 17:37:54","60.00"
"5722","31482","31.00","merchantadd amount","1","merchant","success","11843","2016-10-10 18:42:22","69.00"
"5723","31469","30.00","客户家里安装晾衣架的阳台有吊顶！","1","worker","none","11009","2016-10-10 18:43:35","77.78"
"5802","31022","80.00","罗马杆少发，要二次上门。","1","worker","none","11755","2016-10-11 10:17:43","100.00"
"5803","30887","20.00","商家加价！","1","merchant","success","1","2016-10-11 11:30:45","49.00"
"5804","31145","20.00","商家加价！","1","merchant","success","1","2016-10-11 12:49:41","77.78"
"5805","31412","22.00","商家加价！","1","merchant","success","1","2016-10-11 13:14:02","77.80"
"5806","31470","1.00","我没收到订单推送 没看到有订单 今天有人下单打电话给我 我进APP时才看到 预约时间过了 可不可以改一下 改到明天上午","1","worker","none","10137","2016-10-11 17:08:58","77.78"
"5902","31117","100.00","商家加价！","1","merchant","success","1","2016-10-12 08:48:19","100.00"
"5903","31258","30.00","商家配件错误需要二次上门按装","1","worker","exception","8094","2016-10-12 09:29:50","54.00"
"5904","31604","30.00","远程费","1","worker","exception","10639","2016-10-12 10:48:01","70.00"
"5905","31604","30.00","远程费","2","worker","none","10639","2016-10-12 10:51:55","70.00"
"5906","29032","77.78","商家加价！","1","merchant","success","1","2016-10-12 10:56:20","280.00"
"5907","31539","62.00","商家加价！","1","merchant","success","1","2016-10-12 13:33:43","60.00"
"5908","31258","32.20","商家加价！","2","merchant","success","1","2016-10-12 14:33:16","54.00"
"5909","31581","60.00","merchantadd amount","1","merchant","none","11917","2016-10-12 16:25:22","390.00"
"5910","29762","32.22","商家加价！","2","merchant","success","1","2016-10-12 17:23:25","66.86"
"5911","31630","44.44","商家加价！","1","merchant","success","1","2016-10-12 17:33:37","77.78"
"5912","31630","44.44","商家加价！","2","merchant","none","1","2016-10-12 17:34:38","77.78"
"5913","31603","11.12","商家加价！","1","merchant","success","1","2016-10-12 17:44:07","100.00"
"5914","31653","40.00","merchantadd amount","1","merchant","success","749","2016-10-13 09:12:30","200.00"
"5915","30713","40.00","商家加价！","1","merchant","success","1","2016-10-13 09:43:43","160.00"
"5916","31162","30.00","商家加价！","1","merchant","success","1","2016-10-13 09:50:03","60.00"
"5917","31179","54.44","商家加价！","1","merchant","success","1","2016-10-13 11:14:15","99.00"
"5918","31703","3.22","商家加价！","1","merchant","success","1","2016-10-13 11:17:55","29.00"
"5919","31480","43.00","商家加价！","1","merchant","success","1","2016-10-13 11:53:36","180.00"
"5920","31706","11.12","商家加价！","1","merchant","success","1","2016-10-13 12:49:02","100.00"
"5921","30920","32.23","商家加价！","1","merchant","success","1","2016-10-13 14:27:44","150.00"
"5922","31135","32.23","商家加价！","1","merchant","success","1","2016-10-13 14:52:29","124.00"
"5923","31515","33.33","商家加价！","1","merchant","success","1","2016-10-13 14:58:53","88.88"
"5924","31715","10.00","商家加价！","1","merchant","success","1","2016-10-13 15:02:37","100.00"
"5925","31711","30.00","百叶","1","worker","success","10517","2016-10-13 17:59:23","120.00"
"5926","31712","22.23","商家加价！","1","merchant","success","1","2016-10-13 19:10:22","80.00"
"5927","31247","50.00","需要二次上门，业主阳台轨道需要切割且配件不符。业主是集成吊顶，发货却是单顶码配件，无法安装，还需替业主购买配件","1","worker","none","9039","2016-10-13 19:10:48","100.00"
"5928","31543","22.23","商家加价！","1","merchant","success","1","2016-10-13 19:55:38","60.00"
"5929","31753","30.00","merchantadd amount","1","merchant","none","11775","2016-10-13 21:01:30","200.00"
"5930","31770","4.40","商家加价！","1","merchant","success","1","2016-10-14 11:48:17","129.00"
"5931","31759","16.70","商家加价！","1","merchant","success","1","2016-10-14 11:50:44","32.30"
"5932","29905","83.30","商家加价！","1","merchant","success","1","2016-10-14 13:25:35","83.40"
"5933","28940","32.20","商家加价！","1","merchant","success","1","2016-10-14 14:45:01","89.00"
"5934","30454","32.20","商家加价！","1","merchant","success","1","2016-10-14 14:52:00","125.00"
"6002","29027","200.00","商家加价！","1","merchant","success","1","2016-10-14 17:58:27","144.45"
"6003","30659","29.00","第二次上门服务！","1","worker","exception","11456","2016-10-14 18:18:31","260.00"
"6004","30659","29.00","第二次上门服务！
意见：平均没有20元一个窗？？？不公平！","2","worker","none","11456","2016-10-14 18:21:15","260.00"
"6005","31768","33.00","商家加价！","1","merchant","success","1","2016-10-15 10:09:53","77.78"
"6006","28784","33.30","商家加价！","1","merchant","success","1","2016-10-15 10:41:39","125.00"
"6007","31927","39.00","商家加价！","1","merchant","success","1","2016-10-15 11:01:51","250.00"
"6008","31155","32.50","商家加价！","1","merchant","success","1","2016-10-15 11:40:49","100.00"
"6009","31480","1.00","客户电话错误，这是个四川的电话。打过去对方说打错了，请确认。","2","worker","none","11779","2016-10-15 15:08:42","223.00"
"6010","31972","66.67","商家加价！","1","merchant","success","1","2016-10-15 16:04:05","54.00"
"6011","31928","20.00","远程","1","worker","exception","12494","2016-10-15 16:20:01","59.00"
"6012","31627","32.20","商家加价！","1","merchant","success","1","2016-10-15 16:44:09","200.00"
"6013","31928","20.00","远程","2","worker","exception","12494","2016-10-15 16:44:27","59.00"
"6014","31938","12.00","商家加价！","1","merchant","success","1","2016-10-15 18:05:14","110.00"
"6015","31928","20.00","来回大概30公里，特申请20元的远程费，谢谢啦","3","worker","exception","12494","2016-10-15 19:00:05","59.00"
"6016","31620","18.90","商家加价！","1","merchant","success","1","2016-10-16 09:09:35","120.00"
"6017","30532","32.20","商家加价！","1","merchant","success","1","2016-10-16 09:14:56","115.00"
"6018","32012","0.11","商家加价！","1","merchant","success","1","2016-10-16 09:44:49","88.88"
"6019","32010","6.00","商家加价！","1","merchant","success","1","2016-10-16 10:32:10","54.00"
"6020","30743","31.00","商家加价！","1","merchant","success","1","2016-10-16 13:39:25","89.00"
"6021","31731","55.00","二次上门，业主家装修完没通电。","1","worker","none","2053","2016-10-16 14:24:52","105.00"
"6022","32046","50.00","路程单程超过50公里","1","worker","exception","9228","2016-10-16 14:33:48","100.00"
"6023","31621","32.20","商家加价！","1","merchant","success","1","2016-10-16 15:23:50","74.00"
"6024","31172","33.30","商家加价！","1","merchant","success","1","2016-10-16 16:08:46","125.00"
"6025","31419","32.20","商家加价！","1","merchant","success","1","2016-10-16 16:21:06","119.00"
"6026","32020","80.00","由于我们的住宿是儋州市白马井镇，离儋州市那大镇65公里，产生远程路费，谢谢","1","worker","exception","11219","2016-10-16 16:41:22","77.80"
"6027","32061","0.01","商家加价！","1","merchant","success","1","2016-10-16 16:49:15","88.88"
"6028","31982","60.00","商家加价！","1","merchant","success","1","2016-10-16 17:27:38","60.00"
"6029","32020","80.00","由于我们安装团队住宿在海南省儋州市白马井镇，离海南省儋州市那大镇70公里，产生路费，特别申请","2","worker","none","11219","2016-10-16 17:49:21","77.80"
"6030","32009","110.00","搬运门上楼","1","worker","none","12623","2016-10-16 20:01:08","360.00"
"6031","31505","32.20","商家加价！","1","merchant","success","1","2016-10-17 09:58:53","69.00"
"6032","31791","31.12","商家加价！","1","merchant","success","1","2016-10-17 10:18:15","80.00"
"6033","31908","133.40","商家加价！","1","merchant","success","1","2016-10-17 10:56:32","200.00"
"6034","31984","23.00","商家加价！","1","merchant","success","1","2016-10-17 11:20:48","60.00"
"6035","32085","79.00","2套","1","worker","none","10408","2016-10-17 11:41:58","77.80"
"6036","31771","50.00","拆5个旧窗帘","1","worker","success","10702","2016-10-17 12:35:58","104.00"
"6037","30895","7.00","商家加价！","1","merchant","success","1","2016-10-17 16:40:06","69.00"
"6038","31636","1200.00","全部轨道配件需要从新组装，原配胶粒螺丝安装不稳固，交通费用，安装时间达5小时，请给予补助","1","worker","none","1185","2016-10-17 17:15:17","130.00"
"6039","31958","1.10","商家加价！","1","merchant","success","1","2016-10-18 10:33:32","60.00"
"6040","31958","0.20","商家加价！","2","merchant","success","1","2016-10-18 10:33:39","61.10"
"6041","32140","6.66","商家加价！","1","merchant","success","1","2016-10-18 10:35:57","60.00"
"6042","32140","0.10","商家加价！","2","merchant","success","1","2016-10-18 10:36:07","66.66"
"6043","32046","50.00","路程单程超50公里","2","worker","none","9228","2016-10-18 11:04:48","100.00"
"6044","32160","7.78","商家加价！","1","merchant","success","1","2016-10-18 11:21:01","70.00"
"6045","31694","18.00","商家加价！","1","merchant","success","1","2016-10-18 11:22:06","49.00"
"6046","32162","7.78","商家加价！","1","merchant","success","1","2016-10-18 11:37:06","70.00"
"6047","32157","11.11","商家加价！","1","merchant","success","1","2016-10-18 11:37:39","100.00"
"6048","31564","20.00","帝景湾一个窗","1","worker","none","10211","2016-10-18 13:31:35","165.00"
"6049","32105","44.44","商家加价！","1","merchant","success","1","2016-10-18 14:04:44","66.67"
"6050","32103","22.23","商家加价！","1","merchant","success","1","2016-10-18 14:24:25","60.00"
"6051","31996","22.23","商家加价！","1","merchant","success","1","2016-10-18 14:28:23","60.00"
"6052","32170","280.00","价太低没发做","1","worker","exception","9728","2016-10-18 15:11:50","875.00"
"6053","32193","75.00","","1","merchant","success","8038","2016-10-18 15:38:03","145.00"
"6054","32199","60.00","","1","merchant","success","8038","2016-10-18 15:51:04","100.00"
"6055","32201","7.78","商家加价！","1","merchant","success","1","2016-10-18 15:54:52","70.00"
"6056","32147","44.44","商家加价！","1","merchant","success","1","2016-10-18 16:02:42","60.00"
"6057","32197","7.78","商家加价！","1","merchant","success","1","2016-10-18 16:03:54","70.00"
"6058","32204","7.78","商家加价！","1","merchant","success","1","2016-10-18 16:07:30","70.00"
"6059","32212","55.56","商家加价！","1","merchant","success","1","2016-10-18 16:48:03","100.00"
"6060","32213","55.56","商家加价！","1","merchant","success","1","2016-10-18 16:50:33","100.00"
"6061","32217","55.56","商家加价！","1","merchant","success","1","2016-10-18 16:53:57","100.00"
"6062","32219","55.56","商家加价！","1","merchant","success","1","2016-10-18 16:56:16","100.00"
"6063","32221","55.56","商家加价！","1","merchant","success","1","2016-10-18 16:58:29","100.00"
"6064","31928","20.00","远程","4","worker","none","12494","2016-10-18 19:21:56","59.00"
"6065","32144","55.00","商家加价！","1","merchant","success","1","2016-10-18 21:26:19","100.00"
"6066","32144","1.00","商家加价！","2","merchant","success","1","2016-10-18 21:26:40","155.00"
"6067","32238","7.78","商家加价！","1","merchant","success","1","2016-10-19 08:51:30","70.00"
"6068","31710","22.00","商家加价！","1","merchant","success","1","2016-10-19 09:16:13","77.80"
"6069","32240","30.00","商家加价！","1","merchant","success","1","2016-10-19 09:21:34","70.00"
"6070","32201","30.00","商家加价！","2","merchant","success","1","2016-10-19 09:50:24","77.78"
"6071","32183","11.11","商家加价！","1","merchant","success","1","2016-10-19 10:07:32","100.00"
"6072","32170","78.75","商家加价！","2","merchant","success","1","2016-10-19 10:31:19","875.00"
"6073","32170","30.00","商家加价！","3","merchant","success","1","2016-10-19 10:32:33","953.75"
"6074","32257","1.00","测试","1","merchant","none","8038","2016-10-19 10:36:51","60.00"
"6075","32259","1.00","1","1","merchant","none","8038","2016-10-19 10:42:54","60.00"
"6076","32171","50.00","保温层","1","worker","none","12923","2016-10-19 10:46:54","77.80"
"6077","32248","1.00","1","1","merchant","none","8038","2016-10-19 11:02:47","69.00"
"6078","31783","40.00","商家加价！","1","merchant","success","1","2016-10-19 11:39:24","150.00"
